date,partner,n,n_coop,n_conflict,goldstein_mean,mentions_sum,sources_sum,articles_sum
2025-11-01,SAU,21,7,14,-4.738,189,,
2025-11-01,SGP,2,2,0,1.7,6,,
2025-11-01,TJK,1,1,0,0.0,10,,
2025-11-01,TUR,10,8,2,-0.52,16,,
2025-11-01,USA,70,61,9,1.409,265,,
2025-11-01,UZB,3,1,2,-2.2,7,,
2025-11-01,ZAF,2,2,0,1.7,10,,
2025-11-02,AFG,14,9,5,0.693,74,,
2025-11-02,AFR,1,1,0,-2.0,2,,
2025-11-02,ARE,3,2,1,0.6,11,,
2025-11-02,AUS,3,3,0,2.5,24,,
2025-11-02,BGD,12,9,3,0.775,81,,
2025-11-02,BHR,11,11,0,1.818,132,,
2025-11-02,BOL,2,2,0,2.35,2,,
2025-11-02,CAN,6,3,3,-1.0,46,,
2025-11-02,CHN,15,13,2,1.493,48,,
2025-11-02,CUB,2,2,0,2.35,2,,
2025-11-02,DEU,8,8,0,2.575,52,,
2025-11-02,ECU,2,2,0,2.35,2,,
2025-11-02,ESP,6,6,0,2.35,8,,
2025-11-02,EUR,2,2,0,1.0,20,,
2025-11-02,GBR,7,2,5,-2.886,21,,
2025-11-02,GTM,1,1,0,0.4,2,,
2025-11-02,GUY,1,0,1,-5.0,2,,
2025-11-02,IRQ,2,0,2,-10.0,14,,
2025-11-02,ISR,1,1,0,0.0,4,,
2025-11-02,JPN,16,12,4,-0.056,105,,
2025-11-02,KOR,3,3,0,3.567,17,,
2025-11-02,LKA,4,2,2,-3.575,32,,
2025-11-02,MMR,1,0,1,-5.0,5,,
2025-11-02,MUS,1,1,0,2.5,6,,
2025-11-02,NMR,1,1,0,3.0,4,,
2025-11-02,NPL,6,5,1,1.05,12,,
2025-11-02,PAK,15,9,6,0.267,36,,
2025-11-02,PER,7,5,2,-0.243,10,,
2025-11-02,RUS,7,5,2,1.357,23,,
2025-11-02,SAU,2,2,0,4.0,4,,
2025-11-02,SGP,1,0,1,-2.0,8,,
2025-11-02,SWE,1,1,0,0.0,3,,
2025-11-02,THA,3,0,3,-8.0,9,,
2025-11-02,USA,44,35,9,1.323,643,,
2025-11-02,VNM,1,1,0,6.4,2,,
2025-11-03,AFG,33,31,2,2.706,98,,
2025-11-03,AFR,3,0,3,-5.0,6,,
2025-11-03,ARE,7,3,4,-1.471,12,,
2025-11-03,BEL,13,3,10,-2.0,68,,
2025-11-03,BGD,10,7,3,0.96,98,,
2025-11-03,BHR,32,32,0,1.25,218,,
2025-11-03,BRA,4,4,0,2.35,108,,
2025-11-03,BTN,1,1,0,-2.0,4,,
2025-11-03,CAN,15,10,5,0.273,29,,
2025-11-03,CHE,2,0,2,-2.0,4,,
2025-11-03,CHN,11,9,2,1.764,20,,
2025-11-03,EUR,10,10,0,3.92,122,,
2025-11-03,FIN,1,0,1,-2.0,6,,
2025-11-03,GBR,28,19,9,-0.164,116,,
2025-11-03,GHA,2,2,0,1.0,16,,
2025-11-03,IDN,2,2,0,2.95,10,,
2025-11-03,IRN,2,2,0,2.35,4,,
2025-11-03,ISR,32,23,9,1.953,171,,
2025-11-03,JPN,6,6,0,5.533,40,,
2025-11-03,KOR,2,0,2,-10.0,8,,
2025-11-03,LKA,13,4,9,-3.492,74,,
2025-11-03,MEA,2,2,0,2.35,10,,
2025-11-03,MMR,2,0,2,-7.0,10,,
2025-11-03,MNG,12,12,0,2.883,48,,
2025-11-03,MYS,2,2,0,2.35,8,,
2025-11-03,NGA,3,3,0,3.4,4,,
2025-11-03,NPL,4,1,3,-3.65,8,,
2025-11-03,NZL,5,0,5,-5.0,7,,
2025-11-03,PAK,47,21,26,-1.417,143,,
2025-11-03,POL,1,1,0,3.4,4,,
2025-11-03,PRT,6,6,0,2.35,60,,
2025-11-03,PSE,1,1,0,4.0,16,,
2025-11-03,QAT,5,5,0,1.6,14,,
2025-11-03,RUS,10,9,1,1.28,44,,
2025-11-03,SAU,2,1,1,-0.7,4,,
2025-11-03,THA,8,8,0,2.35,20,,
2025-11-03,TMP,1,1,0,1.9,1,,
2025-11-03,TWN,4,4,0,2.35,6,,
2025-11-03,UKR,1,1,0,3.0,1,,
2025-11-03,USA,68,62,6,1.879,257,,
2025-11-04,AFG,4,4,0,5.0,6,,
2025-11-04,AFR,5,3,2,-2.62,28,,
2025-11-04,ARE,15,7,8,-1.44,37,,
2025-11-04,BEL,9,7,2,1.933,37,,
2025-11-04,BGD,28,19,9,-0.493,64,,
2025-11-04,BHR,3,3,0,1.0,20,,
2025-11-04,BLR,1,1,0,6.0,2,,
2025-11-04,BRA,2,2,0,4.0,54,,
2025-11-04,CAN,12,8,4,1.467,32,,
2025-11-04,CHE,1,0,1,-2.0,64,,
2025-11-04,CHN,8,8,0,0.325,35,,
2025-11-04,CRI,3,3,0,6.4,53,,
2025-11-04,CUB,2,2,0,5.4,13,,
2025-11-04,EUR,12,12,0,2.742,273,,
2025-11-04,FRA,2,2,0,0.0,6,,
2025-11-04,GBR,22,21,1,3.245,166,,
2025-11-04,IRL,2,2,0,3.0,4,,
2025-11-04,IRN,4,4,0,2.35,6,,
2025-11-04,ISR,41,36,5,0.973,753,,
2025-11-04,JAM,2,2,0,5.4,13,,
2025-11-04,JPN,2,2,0,3.3,11,,
2025-11-04,KOR,6,5,1,5.567,33,,
2025-11-04,LKA,10,6,4,0.85,21,,
2025-11-04,MDV,2,0,2,-5.5,11,,
2025-11-04,MNG,2,2,0,2.35,8,,
2025-11-04,MUS,1,1,0,0.0,2,,
2025-11-04,NGA,2,2,0,3.4,2,,
2025-11-04,NLD,3,3,0,0.0,4,,
2025-11-04,NPL,1,0,1,-5.0,4,,
2025-11-04,NZL,5,5,0,5.68,20,,
2025-11-04,PAK,44,24,20,-2.13,452,,
2025-11-04,PHL,1,1,0,3.4,5,,
2025-11-04,PRK,2,2,0,3.5,4,,
2025-11-04,PRT,8,8,0,2.35,220,,
2025-11-04,PSE,2,2,0,4.2,5,,
2025-11-04,RUS,15,15,0,3.007,28,,
2025-11-04,SAS,2,2,0,4.0,12,,
2025-11-04,SAU,8,4,4,-1.3,16,,
2025-11-04,SDN,16,13,3,1.081,63,,
2025-11-04,SGP,1,1,0,0.0,6,,
2025-11-04,THA,8,0,8,-4.812,37,,
2025-11-04,TJK,1,1,0,0.0,4,,
2025-11-04,TUR,4,4,0,7.0,20,,
2025-11-04,UKR,4,2,2,-1.0,16,,
2025-11-04,USA,73,60,13,1.762,298,,
2025-11-05,AFG,16,11,5,0.769,36,,
2025-11-05,ARE,9,8,1,2.122,61,,
2025-11-05,AUS,11,11,0,3.536,55,,
2025-11-05,AUT,4,4,0,2.2,6,,
2025-11-05,BEL,4,4,0,6.0,4,,
2025-11-05,BGD,4,2,2,-1.5,15,,
2025-11-05,BLR,1,1,0,6.0,6,,
2025-11-05,BRA,8,7,1,-1.375,57,,
2025-11-05,CAN,8,8,0,3.612,65,,
2025-11-05,CHN,9,9,0,5.822,22,,
2025-11-05,COL,16,16,0,2.294,62,,
2025-11-05,CRI,1,1,0,6.4,4,,
2025-11-05,CUB,1,1,0,7.4,2,,
2025-11-05,EGY,2,2,0,2.35,4,,
2025-11-05,ESP,3,3,0,2.7,6,,
2025-11-05,EUR,4,4,0,4.275,21,,
2025-11-05,FIN,1,1,0,4.0,4,,
2025-11-05,FRA,6,2,4,-0.55,101,,
2025-11-05,GBR,14,12,2,3.179,57,,
2025-11-05,IDN,2,2,0,2.35,6,,
2025-11-05,IRN,8,5,3,1.488,26,,
2025-11-05,IRQ,3,3,0,2.5,6,,
2025-11-05,ISR,21,21,0,2.052,38,,
2025-11-05,JAM,2,2,0,7.4,2,,
2025-11-05,JPN,6,6,0,4.717,62,,
2025-11-05,KOR,2,0,2,-5.75,14,,
2025-11-05,LKA,19,16,3,0.379,47,,
2025-11-05,MDV,1,0,1,-9.2,10,,
2025-11-05,MMR,5,4,1,2.44,25,,
2025-11-05,MNG,6,6,0,2.3,110,,
2025-11-05,MUS,2,2,0,8.0,20,,
2025-11-05,MYS,4,4,0,0.0,26,,
2025-11-05,NZL,6,6,0,5.6,8,,
2025-11-05,PAK,32,21,11,0.416,71,,
2025-11-05,PNG,2,2,0,6.4,6,,
2025-11-05,POL,2,0,2,-10.0,3,,
2025-11-05,QAT,3,3,0,2.333,7,,
2025-11-05,RUS,5,4,1,-1.04,20,,
2025-11-05,SDN,1,0,1,-4.4,1,,
2025-11-05,SEA,1,1,0,3.0,4,,
2025-11-05,SYR,8,8,0,2.512,18,,
2025-11-05,THA,4,2,2,-1.325,12,,
2025-11-05,UGA,8,8,0,1.0,10,,
2025-11-05,USA,63,53,10,1.383,345,,
2025-11-05,UZB,2,0,2,-5.0,6,,
2025-11-06,AFG,11,6,5,-0.091,244,,
2025-11-06,AFR,2,2,0,3.4,3,,
2025-11-06,AGO,1,1,0,4.0,14,,
2025-11-06,ARE,3,1,2,-2.333,13,,
2025-11-06,ARM,3,3,0,2.8,12,,
2025-11-06,AUS,10,10,0,5.08,41,,
2025-11-06,BEL,2,2,0,3.4,3,,
2025-11-06,BGD,11,6,5,-2.691,28,,
2025-11-06,BGR,1,1,0,0.0,3,,
2025-11-06,BHR,1,1,0,0.4,42,,
2025-11-06,BRA,10,8,2,0.5,24,,
2025-11-06,BWA,2,2,0,4.0,14,,
2025-11-06,CAN,1,0,1,-2.0,10,,
2025-11-06,CHL,2,2,0,0.4,36,,
2025-11-06,CHN,2,2,0,3.5,6,,
2025-11-06,COL,6,6,0,2.7,9,,
2025-11-06,FRA,9,8,1,2.522,120,,
2025-11-06,GBR,19,14,5,1.789,61,,
2025-11-06,GRC,1,1,0,6.0,12,,
2025-11-06,IDN,6,6,0,2.7,33,,
2025-11-06,IRQ,2,2,0,5.7,20,,
2025-11-06,ISR,8,8,0,4.325,39,,
2025-11-06,ITA,5,3,2,1.18,34,,
2025-11-06,JOR,1,1,0,3.4,3,,
2025-11-06,JPN,4,4,0,4.75,22,,
2025-11-06,KEN,4,4,0,2.35,168,,
2025-11-06,KOR,8,8,0,2.825,20,,
2025-11-06,LKA,19,19,0,1.895,282,,
2025-11-06,LSO,2,2,0,-0.3,4,,
2025-11-06,LVA,2,2,0,6.0,12,,
2025-11-06,MDV,2,2,0,1.0,12,,
2025-11-06,MUS,2,2,0,3.4,4,,
2025-11-06,NLD,1,0,1,-4.4,4,,
2025-11-06,NOR,5,5,0,1.6,11,,
2025-11-06,NPL,19,14,5,1.816,106,,
2025-11-06,NZL,19,19,0,3.163,38,,
2025-11-06,PAK,34,11,23,-3.25,79,,
2025-11-06,PHL,2,2,0,3.4,3,,
2025-11-06,PNG,2,2,0,6.4,6,,
2025-11-06,POL,1,1,0,4.0,2,,
2025-11-06,RUS,5,1,4,-3.62,20,,
2025-11-06,SAU,6,6,0,2.35,16,,
2025-11-06,SEN,2,2,0,3.0,4,,
2025-11-06,SGP,6,1,5,-4.167,28,,
2025-11-06,THA,4,4,0,4.3,11,,
2025-11-06,USA,39,36,3,2.554,211,,
2025-11-07,AFG,4,4,0,1.875,15,,
2025-11-07,AFR,4,4,0,2.5,18,,
2025-11-07,ARE,4,4,0,2.35,12,,
2025-11-07,ARM,5,5,0,1.0,12,,
2025-11-07,ASA,6,6,0,2.35,214,,
2025-11-07,AUS,4,4,0,5.175,10,,
2025-11-07,AUT,2,0,2,-2.0,3,,
2025-11-07,BEL,14,14,0,3.893,34,,
2025-11-07,BGD,19,9,10,-1.321,83,,
2025-11-07,BRA,4,2,2,2.5,18,,
2025-11-07,BTN,3,3,0,4.4,3,,
2025-11-07,CAN,8,8,0,2.5,24,,
2025-11-07,CHE,7,7,0,-1.143,27,,
2025-11-07,CHN,13,13,0,3.715,47,,
2025-11-07,CUB,2,2,0,3.4,48,,
2025-11-07,DNK,5,5,0,2.88,11,,
2025-11-07,DZA,1,1,0,3.4,1,,
2025-11-07,EUR,3,2,1,1.667,27,,
2025-11-07,FRA,1,0,1,-6.5,1,,
2025-11-07,GBR,58,49,9,1.162,201,,
2025-11-07,GRC,1,1,0,3.4,3,,
2025-11-07,IRL,4,4,0,4.0,20,,
2025-11-07,IRQ,2,2,0,3.0,4,,
2025-11-07,ISR,1,1,0,0.0,12,,
2025-11-07,ITA,4,4,0,4.3,30,,
2025-11-07,JAM,1,1,0,3.4,48,,
2025-11-07,JPN,3,3,0,1.9,14,,
2025-11-07,KOR,2,2,0,1.0,12,,
2025-11-07,LKA,1,0,1,-5.0,2,,
2025-11-07,MDV,3,3,0,3.233,40,,
2025-11-07,NGA,5,5,0,1.5,30,,
2025-11-07,NPL,4,2,2,-2.425,24,,
2025-11-07,NZL,12,12,0,2.525,25,,
2025-11-07,PAK,66,28,38,-1.364,307,,
2025-11-07,QAT,4,4,0,8.0,8,,
2025-11-07,RUS,48,39,9,0.758,310,,
2025-11-07,SAS,4,4,0,2.35,12,,
2025-11-07,SAU,2,2,0,1.0,6,,
2025-11-07,SEA,2,2,0,2.0,2,,
2025-11-07,SGP,6,6,0,2.733,16,,
2025-11-07,SYR,4,4,0,2.675,12,,
2025-11-07,THA,3,3,0,2.2,4,,
2025-11-07,TUN,3,3,0,6.4,10,,
2025-11-07,TUR,3,3,0,7.0,8,,
2025-11-07,TZA,3,3,0,5.2,10,,
2025-11-07,USA,86,66,20,1.136,794,,
2025-11-08,AFG,4,0,4,-10.0,4,,
2025-11-08,AFR,8,8,0,2.962,23,,
2025-11-08,AGO,14,14,0,2.586,107,,
2025-11-08,ARE,4,2,2,0.0,8,,
2025-11-08,ARM,2,2,0,3.4,18,,
2025-11-08,AUS,6,6,0,8.0,8,,
2025-11-08,BGD,7,3,4,-2.429,24,,
2025-11-08,BRA,4,4,0,4.0,18,,
2025-11-08,BTN,10,10,0,2.42,26,,
2025-11-08,BWA,8,8,0,3.175,99,,
2025-11-08,CHN,18,16,2,1.333,67,,
2025-11-08,CUB,2,2,0,3.4,6,,
2025-11-08,FRA,4,4,0,2.35,4,,
2025-11-08,GBR,17,16,1,1.771,171,,
2025-11-08,GHA,3,3,0,0.667,18,,
2025-11-08,GRC,1,1,0,6.0,6,,
2025-11-08,ISR,1,0,1,-10.0,1,,
2025-11-08,ITA,5,1,4,-6.4,54,,
2025-11-08,JAM,1,1,0,3.4,6,,
2025-11-08,JPN,14,14,0,2.45,35,,
2025-11-08,KOR,6,6,0,1.0,12,,
2025-11-08,MDV,1,1,0,5.0,5,,
2025-11-08,NLD,6,6,0,2.35,12,,
2025-11-08,PAK,22,8,14,-2.527,53,,
2025-11-08,POL,1,1,0,3.0,10,,
2025-11-08,SEN,3,0,3,-5.0,7,,
2025-11-08,SGP,5,5,0,8.0,36,,
2025-11-08,THA,4,4,0,2.35,8,,
2025-11-08,TUR,3,3,0,7.0,4,,
2025-11-08,USA,47,44,3,2.24,329,,
2025-11-08,ZAF,1,0,1,-10.0,1,,
2025-11-09,AFG,11,11,0,1.282,31,,
2025-11-09,AFR,6,5,1,1.567,8,,
2025-11-09,AGO,6,6,0,1.9,46,,
2025-11-09,ARE,3,0,3,-5.0,3,,
2025-11-09,AUS,8,8,0,6.85,46,,
2025-11-09,BEL,9,9,0,1.9,24,,
2025-11-09,BGD,8,8,0,1.662,30,,
2025-11-09,BRA,4,4,0,1.0,4,,
2025-11-09,BTN,15,15,0,2.6,142,,
2025-11-09,BWA,1,0,1,-5.0,2,,
2025-11-09,CAN,4,2,2,2.0,8,,
2025-11-09,CHN,28,20,8,1.225,159,,
2025-11-09,EST,2,0,2,-2.0,5,,
2025-11-09,EUR,2,2,0,3.0,2,,
2025-11-09,FRA,2,2,0,0.0,5,,
2025-11-09,GBR,21,18,3,1.89,45,,
2025-11-09,ISR,4,4,0,2.5,7,,
2025-11-09,ITA,1,1,0,0.0,4,,
2025-11-09,JPN,3,3,0,3.0,8,,
2025-11-09,LKA,12,11,1,1.517,56,,
2025-11-09,NPL,12,0,12,-3.083,100,,
2025-11-09,NZL,4,4,0,3.0,6,,
2025-11-09,PAK,17,11,6,-1.206,101,,
2025-11-09,PSE,10,5,5,0.22,16,,
2025-11-09,RUS,10,6,4,-1.06,26,,
2025-11-09,SAS,4,4,0,4.0,12,,
2025-11-09,SAU,5,0,5,-6.0,7,,
2025-11-09,USA,45,30,15,0.989,215,,
2025-11-09,UZB,1,1,0,7.0,4,,
2025-11-10,AFG,7,7,0,1.9,16,,
2025-11-10,AFR,10,10,0,3.62,30,,
2025-11-10,ARE,7,0,7,-3.714,13,,
2025-11-10,ARG,6,4,2,1.6,16,,
2025-11-10,AUS,14,14,0,6.05,68,,
2025-11-10,BGD,6,3,3,-1.483,19,,
2025-11-10,BTN,10,10,0,2.35,114,,
2025-11-10,BWA,5,5,0,3.34,32,,
2025-11-10,CHE,3,3,0,-2.0,46,,
2025-11-10,CHN,23,13,10,-0.013,116,,
2025-11-10,DEU,4,4,0,4.375,60,,
2025-11-10,EGY,2,2,0,4.0,6,,
2025-11-10,ETH,1,0,1,-5.0,1,,
2025-11-10,EUR,2,1,1,1.0,40,,
2025-11-10,FRA,2,2,0,-1.0,6,,
2025-11-10,GBR,26,21,5,0.723,84,,
2025-11-10,GRC,1,0,1,-5.0,4,,
2025-11-10,IRN,5,3,2,1.24,24,,
2025-11-10,IRQ,1,1,0,6.0,5,,
2025-11-10,ISR,4,4,0,3.375,14,,
2025-11-10,ITA,1,0,1,-6.5,4,,
2025-11-10,JPN,12,10,2,2.55,96,,
2025-11-10,KEN,2,2,0,3.4,4,,
2025-11-10,KOR,19,10,9,-1.637,120,,
2025-11-10,LBN,2,1,1,-3.5,4,,
2025-11-10,LKA,25,4,21,-4.248,155,,
2025-11-10,MDV,15,12,3,1.32,120,,
2025-11-10,MLI,2,0,2,-9.0,5,,
2025-11-10,NPL,11,4,7,-2.736,66,,
2025-11-10,PAK,16,4,12,-4.213,170,,
2025-11-10,QAT,7,7,0,2.757,84,,
2025-11-10,RUS,11,8,3,1.382,25,,
2025-11-10,SAS,2,2,0,2.35,6,,
2025-11-10,SAU,9,9,0,8.0,48,,
2025-11-10,SGP,4,4,0,5.175,30,,
2025-11-10,SYR,2,2,0,3.0,2,,
2025-11-10,THA,2,2,0,2.35,8,,
2025-11-10,TJK,1,1,0,10.0,1,,
2025-11-10,TUR,2,0,2,-10.0,12,,
2025-11-10,USA,133,109,24,0.956,1304,,
2025-11-10,VEN,1,1,0,1.9,66,,
2025-11-10,ZWE,1,1,0,-2.0,1,,
2025-11-11,AFG,4,3,1,1.525,12,,
2025-11-11,AFR,2,2,0,1.0,10,,
2025-11-11,AGO,2,2,0,1.0,4,,
2025-11-11,ARE,14,7,7,-0.221,72,,
2025-11-11,ARG,2,2,0,4.0,4,,
2025-11-11,AUS,2,1,1,-3.05,7,,
2025-11-11,BGD,15,5,10,-1.7,47,,
2025-11-11,BTN,144,129,15,2.412,845,,
2025-11-11,BWA,4,4,0,2.35,16,,
2025-11-11,CAN,44,31,13,-1.098,283,,
2025-11-11,CHN,32,26,6,2.1,177,,
2025-11-11,DEU,8,6,2,-0.287,20,,
2025-11-11,EGY,7,5,2,1.857,41,,
2025-11-11,ESP,1,1,0,4.0,2,,
2025-11-11,EUR,3,3,0,1.133,10,,
2025-11-11,FRA,16,8,8,-2.738,34,,
2025-11-11,GBR,47,39,8,1.204,180,,
2025-11-11,GRC,2,0,2,-10.0,2,,
2025-11-11,GUY,5,5,0,1.88,30,,
2025-11-11,IRL,2,2,0,3.4,6,,
2025-11-11,IRN,4,4,0,2.35,10,,
2025-11-11,IRQ,3,1,2,-0.2,18,,
2025-11-11,ISR,12,12,0,1.85,90,,
2025-11-11,ITA,5,5,0,3.68,23,,
2025-11-11,JPN,11,11,0,3.4,159,,
2025-11-11,KHM,1,1,0,4.0,2,,
2025-11-11,KOR,43,14,29,-4.235,248,,
2025-11-11,KWT,1,1,0,-2.0,20,,
2025-11-11,LKA,29,26,3,1.579,204,,
2025-11-11,MAR,2,0,2,-9.5,4,,
2025-11-11,MLI,1,0,1,-9.0,10,,
2025-11-11,MUS,2,0,2,-10.0,4,,
2025-11-11,MYS,12,3,9,-1.9,25,,
2025-11-11,NPL,18,11,7,-1.178,79,,
2025-11-11,PAK,68,15,53,-3.279,415,,
2025-11-11,PER,1,1,0,4.0,2,,
2025-11-11,QAT,2,2,0,2.35,12,,
2025-11-11,RUS,14,11,3,-0.293,41,,
2025-11-11,SAS,1,1,0,3.4,3,,
2025-11-11,SAU,3,3,0,6.467,25,,
2025-11-11,SEA,3,2,1,-0.067,10,,
2025-11-11,SGP,11,2,9,-1.018,47,,
2025-11-11,SWE,4,4,0,2.35,16,,
2025-11-11,THA,5,5,0,2.88,92,,
2025-11-11,USA,177,135,42,0.83,1219,,
2025-11-11,VNM,2,0,2,-5.0,6,,
2025-11-11,YEM,1,1,0,3.4,4,,
2025-11-12,AFG,24,20,4,0.596,63,,
2025-11-12,AGO,2,2,0,2.35,14,,
2025-11-12,ARE,2,2,0,1.0,2,,
2025-11-12,ARG,1,1,0,3.4,36,,
2025-11-12,BGD,24,13,11,-0.042,86,,
2025-11-12,BTN,88,83,5,2.845,594,,
2025-11-12,BWA,6,6,0,2.267,50,,
2025-11-12,CAN,31,27,4,0.59,172,,
2025-11-12,CHN,26,22,4,2.454,122,,
2025-11-12,ECU,1,1,0,0.0,10,,
2025-11-12,EUR,1,1,0,4.0,10,,
2025-11-12,FRA,7,7,0,3.657,26,,
2025-11-12,GBR,35,33,2,2.729,85,,
2025-11-12,GRC,2,2,0,1.0,18,,
2025-11-12,GUY,6,6,0,2.133,144,,
2025-11-12,IDN,1,1,0,3.0,10,,
2025-11-12,IRN,3,1,2,-3.533,52,,
2025-11-12,ISR,19,13,6,1.695,187,,
2025-11-12,ITA,9,8,1,4.7,22,,
2025-11-12,JOR,5,3,2,-1.68,10,,
2025-11-12,JPN,18,18,0,2.989,201,,
2025-11-12,KEN,1,1,0,3.4,1,,
2025-11-12,KOR,26,6,20,-5.169,109,,
2025-11-12,LKA,27,26,1,2.944,143,,
2025-11-12,MMR,1,0,1,-5.0,5,,
2025-11-12,MYS,3,3,0,3.4,6,,
2025-11-12,NLD,2,2,0,8.0,20,,
2025-11-12,NPL,6,3,3,-0.633,28,,
2025-11-12,PAK,115,47,68,-1.641,992,,
2025-11-12,RUS,17,15,2,1.253,164,,
2025-11-12,SAS,6,6,0,2.35,40,,
2025-11-12,SAU,4,4,0,4.0,48,,
2025-11-12,SGP,2,2,0,8.0,20,,
2025-11-12,THA,5,3,2,0.52,18,,
2025-11-12,TUR,18,11,7,-0.056,85,,
2025-11-12,UKR,2,2,0,1.0,6,,
2025-11-12,USA,59,47,12,0.876,346,,
2025-11-12,YEM,1,1,0,0.0,4,,
2025-11-12,ZAF,2,2,0,0.0,6,,
2025-11-13,AFG,7,0,7,-6.0,30,,
2025-11-13,AFR,4,4,0,3.95,8,,
2025-11-13,ARE,13,9,4,-2.277,31,,
2025-11-13,ARG,7,5,2,1.557,66,,
2025-11-13,AUS,4,3,1,5.5,28,,
2025-11-13,AUT,2,2,0,5.0,6,,
2025-11-13,BGD,17,14,3,1.624,48,,
2025-11-13,BTN,16,16,0,3.05,36,,
2025-11-13,BWA,21,21,0,2.014,211,,
2025-11-13,CAN,36,26,10,0.994,216,,
2025-11-13,CHN,22,15,7,-0.364,81,,
2025-11-13,DEU,11,9,2,1.136,22,,
2025-11-13,DNK,1,0,1,-5.0,1,,
2025-11-13,ESP,1,0,1,-5.0,3,,
2025-11-13,EUR,11,11,0,4.882,294,,
2025-11-13,FRA,2,2,0,3.4,7,,
2025-11-13,GBR,19,15,4,0.989,68,,
2025-11-13,IRL,2,2,0,3.4,21,,
2025-11-13,IRN,2,2,0,3.4,10,,
2025-11-13,ISR,1,0,1,-2.0,5,,
2025-11-13,ITA,8,8,0,7.0,54,,
2025-11-13,KHM,2,2,0,6.0,12,,
2025-11-13,KOR,35,10,25,-3.846,193,,
2025-11-13,LKA,5,0,5,-6.68,16,,
2025-11-13,MYS,2,1,1,0.7,4,,
2025-11-13,NLD,2,2,0,8.0,20,,
2025-11-13,NPL,12,9,3,0.442,70,,
2025-11-13,PAK,77,28,49,-2.119,166,,
2025-11-13,PSE,2,0,2,-2.0,6,,
2025-11-13,RUS,2,0,2,-2.0,6,,
2025-11-13,SAS,4,4,0,2.35,42,,
2025-11-13,SAU,9,9,0,6.744,48,,
2025-11-13,SGP,26,9,17,0.315,516,,
2025-11-13,THA,10,8,2,0.88,26,,
2025-11-13,TUR,12,9,3,0.258,55,,
2025-11-13,TWN,5,5,0,2.26,80,,
2025-11-13,UKR,1,1,0,0.0,6,,
2025-11-13,USA,83,68,15,1.831,290,,
2025-11-13,VNM,1,1,0,6.4,6,,
2025-11-14,AFG,3,2,1,1.333,10,,
2025-11-14,AFR,9,9,0,4.367,48,,
2025-11-14,AGO,11,11,0,2.309,62,,
2025-11-14,ARE,10,7,3,1.86,35,,
2025-11-14,AUS,4,4,0,2.625,14,,
2025-11-14,BGD,14,14,0,2.343,157,,
2025-11-14,BRA,1,1,0,4.0,5,,
2025-11-14,BTN,2,2,0,2.35,12,,
2025-11-14,BWA,24,24,0,2.775,489,,
2025-11-14,CAN,1,0,1,-5.0,1,,
2025-11-14,CHN,11,11,0,1.818,37,,
2025-11-14,ETH,6,0,6,-5.0,6,,
2025-11-14,EUR,2,2,0,8.0,8,,
2025-11-14,FRA,3,3,0,2.2,12,,
2025-11-14,GBR,8,8,0,2.0,24,,
2025-11-14,GRC,3,3,0,3.4,4,,
2025-11-14,GRD,1,1,0,3.4,6,,
2025-11-14,IDN,4,4,0,3.175,17,,
2025-11-14,IRN,4,2,2,1.75,42,,
2025-11-14,ISR,3,3,0,4.0,5,,
2025-11-14,ITA,2,0,2,-10.0,3,,
2025-11-14,JOR,3,3,0,4.0,9,,
2025-11-14,JPN,8,8,0,4.675,29,,
2025-11-14,KEN,3,3,0,-2.0,5,,
2025-11-14,KOR,18,14,4,0.078,113,,
2025-11-14,LKA,27,27,0,2.704,574,,
2025-11-14,MEX,3,3,0,4.0,6,,
2025-11-14,MMR,2,0,2,-9.0,3,,
2025-11-14,MYS,1,1,0,4.0,6,,
2025-11-14,NAM,2,0,2,-9.5,10,,
2025-11-14,NOR,1,1,0,3.4,8,,
2025-11-14,NPL,6,5,1,1.8,11,,
2025-11-14,NZL,2,0,2,-4.0,3,,
2025-11-14,PAK,18,13,5,-0.128,144,,
2025-11-14,RUS,1,1,0,3.0,4,,
2025-11-14,SAU,4,4,0,4.0,61,,
2025-11-14,SGP,15,4,11,-0.933,125,,
2025-11-14,THA,3,2,1,0.9,13,,
2025-11-14,TUR,3,3,0,0.9,20,,
2025-11-14,TZA,3,0,3,-9.5,8,,
2025-11-14,USA,59,43,16,0.697,281,,
2025-11-14,UZB,2,2,0,8.0,4,,
2025-11-15,AFR,5,5,0,0.8,138,,
2025-11-15,ARE,11,9,2,0.627,20,,
2025-11-15,ARM,8,8,0,2.95,80,,
2025-11-15,AUS,1,1,0,7.0,30,,
2025-11-15,BGD,14,12,2,2.65,41,,
2025-11-15,CAN,6,6,0,1.9,10,,
2025-11-15,CHN,3,2,1,3.0,9,,
2025-11-15,DEU,1,0,1,-2.0,32,,
2025-11-15,DNK,1,0,1,-10.0,2,,
2025-11-15,ESP,3,3,0,4.0,4,,
2025-11-15,FRA,8,8,0,5.637,138,,
2025-11-15,GBR,17,16,1,1.547,74,,
2025-11-15,IDN,3,3,0,2.333,10,,
2025-11-15,IRL,1,1,0,0.0,4,,
2025-11-15,IRN,1,1,0,6.0,2,,
2025-11-15,ISR,4,2,2,-4.5,12,,
2025-11-15,JPN,16,16,0,3.594,194,,
2025-11-15,KOR,3,0,3,-10.0,4,,
2025-11-15,KWT,4,4,0,7.0,6,,
2025-11-15,LKA,4,4,0,2.25,42,,
