date,adm1,n,n_conflict,n_protest
2019-12-13,IN03,893,445,114
2019-12-13,IN06,9,2,0
2019-12-13,IN07,1723,643,110
2019-12-13,IN09,187,55,7
2019-12-13,IN10,84,21,0
2019-12-13,IN11,24,0,0
2019-12-13,IN12,404,157,20
2019-12-13,IN13,287,125,21
2019-12-13,IN16,547,209,19
2019-12-13,IN17,56,18,2
2019-12-13,IN18,13,9,2
2019-12-13,IN19,301,75,7
2019-12-13,IN20,48,21,4
2019-12-13,IN21,100,16,1
2019-12-13,IN22,1,0,0
2019-12-13,IN23,80,22,0
2019-12-13,IN24,193,53,9
2019-12-13,IN25,273,95,18
2019-12-13,IN26,195,65,18
2019-12-13,IN28,365,173,23
2019-12-13,IN30,68,26,7
2019-12-13,IN31,7,4,2
2019-12-13,IN33,48,18,4
2019-12-13,IN34,143,73,15
2019-12-13,IN35,225,89,5
2019-12-13,IN36,667,278,43
2019-12-13,IN37,59,26,1
2019-12-13,IN38,66,20,2
2019-12-13,IN39,93,24,5
2019-12-14,IN00,49,6,0
2019-12-14,IN01,6,0,0
2019-12-14,IN02,225,108,2
2019-12-14,IN03,473,240,65
2019-12-14,IN06,35,6,2
2019-12-14,IN07,1233,494,104
2019-12-14,IN09,110,43,9
2019-12-14,IN10,90,34,1
2019-12-14,IN11,4,0,0
2019-12-14,IN12,343,133,12
2019-12-14,IN13,125,53,9
2019-12-14,IN14,1,0,0
2019-12-14,IN16,523,249,22
2019-12-14,IN17,8,3,0
2019-12-14,IN18,16,6,2
2019-12-14,IN19,243,72,11
2019-12-14,IN20,79,42,13
2019-12-14,IN21,61,7,1
2019-12-14,IN22,6,0,0
2019-12-14,IN23,86,31,5
2019-12-14,IN24,148,52,2
2019-12-14,IN25,182,45,3
2019-12-14,IN26,130,55,15
2019-12-14,IN28,417,228,51
2019-12-14,IN29,4,1,0
2019-12-14,IN30,10,8,4
2019-12-14,IN31,4,4,1
2019-12-14,IN33,10,6,1
2019-12-14,IN34,234,101,20
2019-12-14,IN35,178,86,11
2019-12-14,IN36,689,245,43
2019-12-14,IN37,54,12,2
2019-12-14,IN38,62,21,1
2019-12-14,IN39,92,17,3
2019-12-15,IN00,26,4,1
2019-12-15,IN01,4,3,0
2019-12-15,IN02,236,122,10
2019-12-15,IN03,375,180,64
2019-12-15,IN06,10,0,0
2019-12-15,IN07,1570,794,237
2019-12-15,IN09,181,93,16
2019-12-15,IN10,105,30,0
2019-12-15,IN11,7,1,0
2019-12-15,IN12,284,118,13
2019-12-15,IN13,109,45,21
2019-12-15,IN16,440,178,33
2019-12-15,IN17,8,2,0
2019-12-15,IN18,1,0,0
2019-12-15,IN19,190,56,11
2019-12-15,IN20,40,16,11
2019-12-15,IN21,55,26,1
2019-12-15,IN23,52,24,3
2019-12-15,IN24,238,103,7
2019-12-15,IN25,156,51,4
2019-12-15,IN26,54,34,18
2019-12-15,IN28,344,172,62
2019-12-15,IN30,14,1,0
2019-12-15,IN33,6,1,0
2019-12-15,IN34,223,78,4
2019-12-15,IN35,81,38,2
2019-12-15,IN36,615,306,76
2019-12-15,IN37,37,21,0
2019-12-15,IN38,49,19,1
2019-12-15,IN39,34,9,4
2019-12-16,IN00,68,25,4
2019-12-16,IN01,15,11,4
2019-12-16,IN02,336,164,56
2019-12-16,IN03,255,147,49
2019-12-16,IN05,1,1,0
2019-12-16,IN06,4,1,0
2019-12-16,IN07,2903,1584,459
2019-12-16,IN09,197,104,30
2019-12-16,IN10,80,25,3
2019-12-16,IN11,19,2,0
2019-12-16,IN12,370,138,19
2019-12-16,IN13,338,154,73
2019-12-16,IN14,9,1,1
2019-12-16,IN16,791,299,81
2019-12-16,IN17,4,0,0
2019-12-16,IN18,1,0,0
2019-12-16,IN19,301,117,50
2019-12-16,IN20,50,18,6
2019-12-16,IN21,63,16,3
2019-12-16,IN22,43,12,8
2019-12-16,IN23,114,67,11
2019-12-16,IN24,179,83,16
2019-12-16,IN25,337,150,44
2019-12-16,IN26,77,37,10
2019-12-16,IN28,604,322,109
2019-12-16,IN30,1,1,0
2019-12-16,IN31,7,2,0
2019-12-16,IN32,1,0,0
2019-12-16,IN33,13,1,0
2019-12-16,IN34,241,122,16
2019-12-16,IN35,137,82,16
2019-12-16,IN36,1763,1156,373
2019-12-16,IN37,21,10,2
2019-12-16,IN38,39,12,1
2019-12-16,IN39,22,2,0
2019-12-17,IN00,83,24,7
2019-12-17,IN01,4,0,0
2019-12-17,IN02,304,150,42
2019-12-17,IN03,230,125,49
2019-12-17,IN06,1,0,0
2019-12-17,IN07,2783,1404,344
2019-12-17,IN09,264,131,39
2019-12-17,IN10,38,20,3
2019-12-17,IN11,18,3,0
2019-12-17,IN12,562,177,22
2019-12-17,IN13,249,127,43
2019-12-17,IN14,21,10,1
2019-12-17,IN16,833,341,69
2019-12-17,IN17,6,2,2
2019-12-17,IN18,3,3,3
2019-12-17,IN19,437,176,62
2019-12-17,IN20,19,6,0
2019-12-17,IN21,78,31,4
2019-12-17,IN22,25,7,4
2019-12-17,IN23,109,50,9
2019-12-17,IN24,290,115,15
2019-12-17,IN25,432,222,80
2019-12-17,IN26,58,32,14
2019-12-17,IN28,468,243,81
2019-12-17,IN33,17,7,1
2019-12-17,IN34,173,83,13
2019-12-17,IN35,112,46,9
2019-12-17,IN36,1288,769,217
2019-12-17,IN37,10,3,0
2019-12-17,IN38,85,23,2
2019-12-17,IN39,69,22,6
2019-12-18,IN00,105,42,6
2019-12-18,IN01,3,1,0
2019-12-18,IN02,361,167,40
2019-12-18,IN03,161,72,28
2019-12-18,IN05,3,0,0
2019-12-18,IN06,7,0,0
2019-12-18,IN07,2461,1178,293
2019-12-18,IN09,241,117,39
2019-12-18,IN10,122,46,6
2019-12-18,IN11,1,0,0
2019-12-18,IN12,460,132,17
2019-12-18,IN13,202,106,32
2019-12-18,IN14,3,3,0
2019-12-18,IN16,796,293,65
2019-12-18,IN17,2,0,0
2019-12-18,IN18,2,2,0
2019-12-18,IN19,383,146,51
2019-12-18,IN20,14,3,2
2019-12-18,IN21,154,53,19
2019-12-18,IN22,23,8,4
2019-12-18,IN23,72,42,11
2019-12-18,IN24,203,88,10
2019-12-18,IN25,567,250,96
2019-12-18,IN26,72,30,15
2019-12-18,IN28,367,190,59
2019-12-18,IN32,1,0,0
2019-12-18,IN33,18,5,1
2019-12-18,IN34,178,94,9
2019-12-18,IN35,75,23,8
2019-12-18,IN36,1048,599,135
2019-12-18,IN37,61,28,3
2019-12-18,IN38,38,18,0
2019-12-18,IN39,62,23,0
2019-12-19,IN00,76,34,5
2019-12-19,IN01,4,2,0
2019-12-19,IN02,401,189,50
2019-12-19,IN03,142,86,33
2019-12-19,IN06,3,2,1
2019-12-19,IN07,2620,1363,431
2019-12-19,IN09,340,179,64
2019-12-19,IN10,83,45,10
2019-12-19,IN11,6,3,2
2019-12-19,IN12,282,135,48
2019-12-19,IN13,199,96,28
2019-12-19,IN16,1073,455,130
2019-12-19,IN17,12,6,1
2019-12-19,IN19,972,564,188
2019-12-19,IN20,17,5,2
2019-12-19,IN21,92,29,4
2019-12-19,IN22,8,3,1
2019-12-19,IN23,96,34,7
2019-12-19,IN24,229,94,16
2019-12-19,IN25,382,161,68
2019-12-19,IN26,48,33,7
2019-12-19,IN28,356,165,68
2019-12-19,IN33,18,2,1
2019-12-19,IN34,184,102,41
2019-12-19,IN35,142,57,22
2019-12-19,IN36,1230,826,263
2019-12-19,IN37,22,12,0
2019-12-19,IN38,47,19,0
2019-12-19,IN39,122,22,9
2019-12-20,IN00,135,87,21
2019-12-20,IN01,3,2,0
2019-12-20,IN02,330,118,28
2019-12-20,IN03,188,89,35
2019-12-20,IN07,2312,1141,362
2019-12-20,IN09,336,191,51
2019-12-20,IN10,70,30,6
2019-12-20,IN11,26,3,0
2019-12-20,IN12,410,155,28
2019-12-20,IN13,376,202,63
2019-12-20,IN14,4,0,0
2019-12-20,IN16,896,351,94
2019-12-20,IN17,14,0,0
2019-12-20,IN18,6,2,0
2019-12-20,IN19,1078,561,148
2019-12-20,IN20,17,3,0
2019-12-20,IN21,56,24,3
2019-12-20,IN22,39,13,3
2019-12-20,IN23,82,34,5
2019-12-20,IN24,249,119,30
2019-12-20,IN25,434,163,63
2019-12-20,IN26,36,24,5
2019-12-20,IN28,393,143,20
2019-12-20,IN30,18,10,8
2019-12-20,IN31,1,1,1
2019-12-20,IN33,15,3,0
2019-12-20,IN34,231,82,18
2019-12-20,IN35,194,111,35
2019-12-20,IN36,1548,1073,264
2019-12-20,IN37,19,6,5
2019-12-20,IN38,105,45,2
2019-12-20,IN39,71,13,7
2019-12-21,IN00,265,171,59
2019-12-21,IN02,278,112,12
2019-12-21,IN03,126,60,11
2019-12-21,IN07,1869,930,279
2019-12-21,IN09,274,125,18
2019-12-21,IN10,47,18,5
2019-12-21,IN11,24,1,0
2019-12-21,IN12,375,166,19
2019-12-21,IN13,233,111,36
2019-12-21,IN14,2,0,0
2019-12-21,IN16,694,261,57
2019-12-21,IN17,15,7,1
2019-12-21,IN19,652,319,80
2019-12-21,IN20,16,11,0
2019-12-21,IN21,48,20,5
2019-12-21,IN22,18,14,4
2019-12-21,IN23,110,51,3
2019-12-21,IN24,262,78,32
2019-12-21,IN25,297,131,39
2019-12-21,IN26,12,6,4
2019-12-21,IN28,195,82,24
2019-12-21,IN30,1,0,0
2019-12-21,IN33,16,9,2
2019-12-21,IN34,382,181,66
2019-12-21,IN35,106,59,11
2019-12-21,IN36,1425,895,242
2019-12-21,IN37,41,18,5
2019-12-21,IN38,76,35,11
2019-12-21,IN39,61,17,5
2019-12-22,IN00,88,47,13
2019-12-22,IN01,10,5,1
2019-12-22,IN02,290,103,18
2019-12-22,IN03,75,47,15
2019-12-22,IN07,1493,633,160
2019-12-22,IN09,193,83,7
2019-12-22,IN10,38,20,3
2019-12-22,IN11,3,0,0
2019-12-22,IN12,272,115,24
2019-12-22,IN13,166,85,29
2019-12-22,IN16,493,169,37
2019-12-22,IN17,4,4,0
2019-12-22,IN18,11,0,0
2019-12-22,IN19,526,245,68
2019-12-22,IN20,3,2,0
2019-12-22,IN21,71,24,1
2019-12-22,IN22,35,16,2
2019-12-22,IN23,31,19,1
2019-12-22,IN24,133,46,22
2019-12-22,IN25,349,138,46
2019-12-22,IN26,32,12,8
2019-12-22,IN28,205,88,21
2019-12-22,IN29,2,0,0
2019-12-22,IN33,9,3,0
2019-12-22,IN34,169,80,21
2019-12-22,IN35,130,60,22
2019-12-22,IN36,1209,724,207
2019-12-22,IN37,27,8,1
2019-12-22,IN38,41,24,2
2019-12-22,IN39,95,27,10
2019-12-23,IN00,120,56,9
2019-12-23,IN01,21,10,1
2019-12-23,IN02,306,107,26
2019-12-23,IN03,104,49,10
2019-12-23,IN06,5,3,0
2019-12-23,IN07,1542,605,157
2019-12-23,IN09,159,44,1
2019-12-23,IN10,85,27,3
2019-12-23,IN11,18,2,0
2019-12-23,IN12,385,165,23
2019-12-23,IN13,198,88,25
2019-12-23,IN16,794,280,41
2019-12-23,IN17,13,5,0
2019-12-23,IN19,529,234,47
2019-12-23,IN20,10,1,0
2019-12-23,IN21,84,19,2
2019-12-23,IN22,43,16,4
2019-12-23,IN23,96,25,2
2019-12-23,IN24,246,74,14
2019-12-23,IN25,370,134,58
2019-12-23,IN26,22,10,1
2019-12-23,IN28,321,113,34
2019-12-23,IN33,27,9,1
2019-12-23,IN34,168,57,9
2019-12-23,IN35,153,60,13
2019-12-23,IN36,1159,654,203
2019-12-23,IN37,92,49,10
2019-12-23,IN38,287,95,6
2019-12-23,IN39,106,38,8
2019-12-24,IN00,53,17,0
2019-12-24,IN01,7,6,0
2019-12-24,IN02,202,77,25
2019-12-24,IN03,100,44,18
2019-12-24,IN06,1,0,0
2019-12-24,IN07,1452,497,134
2019-12-24,IN09,219,64,10
2019-12-24,IN10,100,37,5
2019-12-24,IN11,9,0,0
2019-12-24,IN12,457,97,11
2019-12-24,IN13,298,99,30
2019-12-24,IN14,2,0,0
2019-12-24,IN16,658,189,26
2019-12-24,IN17,5,1,0
2019-12-24,IN19,407,161,34
2019-12-24,IN20,11,0,0
2019-12-24,IN21,93,33,1
2019-12-24,IN22,35,5,2
2019-12-24,IN23,53,22,0
2019-12-24,IN24,272,90,14
2019-12-24,IN25,445,154,53
2019-12-24,IN26,22,16,2
2019-12-24,IN28,372,123,54
2019-12-24,IN33,22,5,0
2019-12-24,IN34,121,57,10
2019-12-24,IN35,123,44,8
2019-12-24,IN36,1073,574,162
2019-12-24,IN37,55,23,5
2019-12-24,IN38,148,36,6
2019-12-24,IN39,78,25,11
2019-12-25,IN00,59,18,1
2019-12-25,IN01,3,0,0
2019-12-25,IN02,231,76,10
2019-12-25,IN03,88,20,13
2019-12-25,IN06,6,0,0
2019-12-25,IN07,894,304,78
2019-12-25,IN09,254,95,21
2019-12-25,IN10,75,28,2
2019-12-25,IN11,42,5,0
2019-12-25,IN12,359,123,12
2019-12-25,IN13,180,75,15
2019-12-25,IN16,532,179,36
2019-12-25,IN17,3,1,0
2019-12-25,IN18,2,0,0
2019-12-25,IN19,337,125,27
2019-12-25,IN20,10,3,1
2019-12-25,IN21,55,15,2
2019-12-25,IN22,14,8,1
2019-12-25,IN23,54,12,0
2019-12-25,IN24,181,62,4
2019-12-25,IN25,332,96,20
2019-12-25,IN26,8,6,6
2019-12-25,IN28,330,111,29
2019-12-25,IN30,1,0,0
2019-12-25,IN33,9,5,2
2019-12-25,IN34,73,25,2
2019-12-25,IN35,173,49,14
2019-12-25,IN36,957,468,121
2019-12-25,IN37,33,12,0
2019-12-25,IN38,69,10,0
2019-12-25,IN39,48,8,3
2019-12-26,IN00,84,29,5
2019-12-26,IN01,4,2,0
2019-12-26,IN02,226,80,18
2019-12-26,IN03,188,91,31
2019-12-26,IN07,1087,449,117
2019-12-26,IN09,190,64,6
2019-12-26,IN10,110,30,5
2019-12-26,IN11,2,1,0
2019-12-26,IN12,267,117,20
2019-12-26,IN13,188,73,21
2019-12-26,IN16,570,218,42
2019-12-26,IN17,7,1,0
2019-12-26,IN18,4,0,0
2019-12-26,IN19,446,163,46
2019-12-26,IN20,9,2,1
2019-12-26,IN21,85,30,2
2019-12-26,IN22,32,13,0
2019-12-26,IN23,38,16,1
2019-12-26,IN24,171,55,2
2019-12-26,IN25,283,89,27
2019-12-26,IN26,34,22,1
2019-12-26,IN28,272,97,27
2019-12-26,IN30,1,1,0
2019-12-26,IN31,3,1,0
2019-12-26,IN33,25,7,0
2019-12-26,IN34,132,43,13
2019-12-26,IN35,198,103,22
2019-12-26,IN36,1422,753,227
2019-12-26,IN37,33,4,0
2019-12-26,IN38,27,5,0
2019-12-26,IN39,39,15,5
2019-12-27,IN00,49,33,6
2019-12-27,IN01,1,0,0
2019-12-27,IN02,342,126,24
2019-12-27,IN03,209,82,28
2019-12-27,IN07,1236,523,152
2019-12-27,IN09,240,124,9
2019-12-27,IN10,55,19,5
2019-12-27,IN11,97,35,2
2019-12-27,IN12,365,138,6
2019-12-27,IN13,330,134,29
2019-12-27,IN14,1,0,0
2019-12-27,IN16,637,259,52
2019-12-27,IN17,5,0,0
2019-12-27,IN19,338,110,25
2019-12-27,IN20,6,0,0
2019-12-27,IN21,73,25,3
2019-12-27,IN22,3,0,0
2019-12-27,IN23,65,24,3
2019-12-27,IN24,138,52,8
2019-12-27,IN25,411,146,38
2019-12-27,IN26,23,12,1
2019-12-27,IN28,244,97,29
2019-12-27,IN33,18,5,0
2019-12-27,IN34,161,73,4
2019-12-27,IN35,159,66,17
2019-12-27,IN36,1267,613,160
2019-12-27,IN37,115,31,1
2019-12-27,IN38,48,7,1
2019-12-27,IN39,91,32,7
2019-12-28,IN00,61,19,1
2019-12-28,IN01,4,0,0
2019-12-28,IN02,247,106,13
2019-12-28,IN03,200,79,21
2019-12-28,IN06,6,0,0
2019-12-28,IN07,789,326,81
2019-12-28,IN09,111,42,10
2019-12-28,IN10,61,32,3
2019-12-28,IN11,25,9,0
2019-12-28,IN12,278,103,9
2019-12-28,IN13,227,104,48
2019-12-28,IN16,546,213,34
2019-12-28,IN17,6,0,0
2019-12-28,IN19,253,86,17
2019-12-28,IN20,11,2,1
2019-12-28,IN21,76,34,1
2019-12-28,IN22,1,0,0
2019-12-28,IN23,46,18,3
2019-12-28,IN24,151,55,7
2019-12-28,IN25,318,128,55
2019-12-28,IN26,7,1,0
2019-12-28,IN28,139,29,9
2019-12-28,IN30,1,0,0
2019-12-28,IN33,13,6,0
2019-12-28,IN34,111,61,4
2019-12-28,IN35,126,47,11
2019-12-28,IN36,1200,566,145
2019-12-28,IN37,30,16,2
2019-12-28,IN38,35,6,0
2019-12-28,IN39,67,14,4
2019-12-29,IN00,32,13,2
2019-12-29,IN01,8,4,3
2019-12-29,IN02,218,83,15
2019-12-29,IN03,102,39,6
2019-12-29,IN07,855,289,45
2019-12-29,IN09,151,57,10
2019-12-29,IN10,50,28,2
2019-12-29,IN11,14,3,0
2019-12-29,IN12,353,99,10
2019-12-29,IN13,150,37,14
2019-12-29,IN16,551,190,31
2019-12-29,IN17,2,1,0
2019-12-29,IN19,317,65,14
2019-12-29,IN20,5,2,0
2019-12-29,IN21,45,10,2
2019-12-29,IN22,9,3,1
2019-12-29,IN23,60,32,3
2019-12-29,IN24,131,67,9
2019-12-29,IN25,287,138,66
2019-12-29,IN26,8,1,0
2019-12-29,IN28,164,59,19
2019-12-29,IN30,1,0,0
2019-12-29,IN33,5,2,1
2019-12-29,IN34,99,30,4
2019-12-29,IN35,126,53,6
2019-12-29,IN36,1082,534,110
2019-12-29,IN37,9,3,0
2019-12-29,IN38,68,5,2
2019-12-29,IN39,67,27,8
2019-12-30,IN00,78,39,6
2019-12-30,IN02,196,85,9
2019-12-30,IN03,58,21,8
2019-12-30,IN06,6,1,0
2019-12-30,IN07,1075,378,90
2019-12-30,IN09,149,68,17
2019-12-30,IN10,79,31,3
2019-12-30,IN11,18,5,0
2019-12-30,IN12,384,123,18
2019-12-30,IN13,186,62,19
2019-12-30,IN14,4,0,0
2019-12-30,IN16,682,152,21
2019-12-30,IN17,5,0,0
2019-12-30,IN18,4,0,0
2019-12-30,IN19,395,112,16
2019-12-30,IN20,31,15,1
2019-12-30,IN21,32,12,0
2019-12-30,IN22,11,3,0
2019-12-30,IN23,98,42,3
2019-12-30,IN24,173,49,14
2019-12-30,IN25,277,116,30
2019-12-30,IN26,11,1,0
2019-12-30,IN28,238,100,30
2019-12-30,IN31,6,2,0
2019-12-30,IN33,68,15,0
2019-12-30,IN34,118,27,3
2019-12-30,IN35,115,36,7
2019-12-30,IN36,1014,510,95
2019-12-30,IN37,13,7,0
2019-12-30,IN38,9,1,0
2019-12-30,IN39,52,14,7
2019-12-31,IN00,83,22,3
2019-12-31,IN01,13,5,0
2019-12-31,IN02,232,108,19
2019-12-31,IN03,55,19,4
2019-12-31,IN06,6,0,0
2019-12-31,IN07,1099,378,96
2019-12-31,IN09,110,41,2
2019-12-31,IN10,88,20,1
2019-12-31,IN11,18,1,0
2019-12-31,IN12,435,168,9
2019-12-31,IN13,280,78,27
2019-12-31,IN14,1,0,0
2019-12-31,IN16,634,220,27
2019-12-31,IN17,6,4,0
2019-12-31,IN18,5,5,3
2019-12-31,IN19,327,91,11
2019-12-31,IN20,48,15,0
2019-12-31,IN21,81,24,0
2019-12-31,IN22,5,1,0
2019-12-31,IN23,72,24,2
2019-12-31,IN24,222,82,15
2019-12-31,IN25,303,114,23
2019-12-31,IN26,30,19,5
2019-12-31,IN28,207,67,20
2019-12-31,IN29,2,0,0
2019-12-31,IN33,25,7,0
2019-12-31,IN34,142,50,9
2019-12-31,IN35,119,45,5
2019-12-31,IN36,752,403,86
2019-12-31,IN37,16,4,0
2019-12-31,IN38,7,4,2
2019-12-31,IN39,52,11,1
2020-01-01,IN00,53,5,2
2020-01-01,IN01,3,3,0
2020-01-01,IN02,177,79,1
2020-01-01,IN03,43,19,6
2020-01-01,IN07,1090,323,70
2020-01-01,IN09,157,44,2
2020-01-01,IN10,17,6,0
2020-01-01,IN11,5,0,0
2020-01-01,IN12,328,120,17
2020-01-01,IN13,214,77,12
2020-01-01,IN14,3,2,0
2020-01-01,IN16,680,240,25
2020-01-01,IN17,1,0,0
2020-01-01,IN19,327,90,8
2020-01-01,IN20,8,3,0
2020-01-01,IN21,40,9,0
2020-01-01,IN22,6,2,0
2020-01-01,IN23,63,22,3
2020-01-01,IN24,124,51,5
2020-01-01,IN25,419,170,62
2020-01-01,IN26,10,3,0
2020-01-01,IN28,144,58,10
2020-01-01,IN31,5,0,0
2020-01-01,IN33,10,2,0
2020-01-01,IN34,122,30,4
2020-01-01,IN35,96,44,2
2020-01-01,IN36,475,201,50
2020-01-01,IN37,6,1,0
2020-01-01,IN38,10,3,0
2020-01-01,IN39,31,12,0
2020-01-02,IN00,46,16,3
2020-01-02,IN01,1,0,0
2020-01-02,IN02,167,38,8
2020-01-02,IN03,65,29,14
2020-01-02,IN06,2,0,0
2020-01-02,IN07,1259,325,43
2020-01-02,IN09,119,22,1
2020-01-02,IN10,49,12,0
2020-01-02,IN11,16,9,0
2020-01-02,IN12,380,146,25
2020-01-02,IN13,225,84,15
2020-01-02,IN14,11,0,0
2020-01-02,IN16,614,200,17
2020-01-02,IN17,2,2,1
2020-01-02,IN19,622,195,59
2020-01-02,IN20,21,7,0
2020-01-02,IN21,24,9,1
2020-01-02,IN22,15,1,0
2020-01-02,IN23,71,30,2
2020-01-02,IN24,218,73,9
2020-01-02,IN25,480,222,50
2020-01-02,IN26,22,11,2
2020-01-02,IN28,156,50,19
2020-01-02,IN31,1,1,0
2020-01-02,IN33,23,6,0
2020-01-02,IN34,202,56,16
2020-01-02,IN35,103,33,5
2020-01-02,IN36,870,379,88
2020-01-02,IN37,28,5,0
2020-01-02,IN38,4,2,2
2020-01-02,IN39,92,22,5
2020-01-03,IN00,54,21,4
2020-01-03,IN01,3,1,0
2020-01-03,IN02,221,61,8
2020-01-03,IN03,66,37,11
2020-01-03,IN06,6,0,0
2020-01-03,IN07,1232,404,89
2020-01-03,IN09,98,30,11
2020-01-03,IN10,104,39,0
2020-01-03,IN11,35,10,1
2020-01-03,IN12,350,123,16
2020-01-03,IN13,232,87,11
2020-01-03,IN14,1,1,0
2020-01-03,IN16,476,117,12
2020-01-03,IN17,7,3,0
2020-01-03,IN19,578,174,38
2020-01-03,IN20,23,5,1
2020-01-03,IN21,62,16,1
2020-01-03,IN22,9,1,1
2020-01-03,IN23,73,32,7
2020-01-03,IN24,311,105,7
2020-01-03,IN25,309,92,25
2020-01-03,IN26,45,24,3
2020-01-03,IN28,219,87,19
2020-01-03,IN30,1,1,0
2020-01-03,IN31,1,1,0
2020-01-03,IN33,11,6,1
2020-01-03,IN34,193,81,17
2020-01-03,IN35,221,64,5
2020-01-03,IN36,818,398,80
2020-01-03,IN37,40,13,1
2020-01-03,IN38,40,4,0
2020-01-03,IN39,113,21,1
2020-01-04,IN00,58,16,5
2020-01-04,IN02,262,93,32
2020-01-04,IN03,102,40,5
2020-01-04,IN06,5,1,0
2020-01-04,IN07,1145,413,94
2020-01-04,IN09,169,58,8
2020-01-04,IN10,95,42,7
2020-01-04,IN11,7,1,0
2020-01-04,IN12,306,131,26
2020-01-04,IN13,171,55,4
2020-01-04,IN16,484,158,8
2020-01-04,IN17,6,1,0
2020-01-04,IN19,373,169,57
2020-01-04,IN20,13,10,0
2020-01-04,IN21,59,13,1
2020-01-04,IN22,8,2,0
2020-01-04,IN23,86,37,1
2020-01-04,IN24,318,98,7
2020-01-04,IN25,253,66,12
2020-01-04,IN26,17,8,0
2020-01-04,IN28,190,75,9
2020-01-04,IN33,5,0,0
2020-01-04,IN34,113,34,2
2020-01-04,IN35,146,50,5
2020-01-04,IN36,639,257,68
2020-01-04,IN37,11,1,0
2020-01-04,IN38,16,3,1
2020-01-04,IN39,60,15,0
2020-01-05,IN00,72,17,3
2020-01-05,IN01,2,0,0
2020-01-05,IN02,245,108,30
2020-01-05,IN03,59,23,3
2020-01-05,IN07,1527,552,78
2020-01-05,IN09,277,111,8
2020-01-05,IN10,71,23,1
2020-01-05,IN11,8,3,0
2020-01-05,IN12,231,63,5
2020-01-05,IN13,126,41,9
2020-01-05,IN14,3,1,0
2020-01-05,IN16,490,168,30
2020-01-05,IN17,4,1,0
2020-01-05,IN18,4,0,0
2020-01-05,IN19,221,81,29
2020-01-05,IN20,16,10,0
2020-01-05,IN21,34,10,2
2020-01-05,IN22,10,2,0
2020-01-05,IN23,54,34,12
2020-01-05,IN24,207,64,4
2020-01-05,IN25,246,91,5
2020-01-05,IN26,18,7,0
2020-01-05,IN28,131,44,8
2020-01-05,IN30,7,7,5
2020-01-05,IN33,10,7,1
2020-01-05,IN34,150,51,4
2020-01-05,IN35,123,22,7
2020-01-05,IN36,785,258,48
2020-01-05,IN37,18,2,0
2020-01-05,IN38,8,6,0
2020-01-05,IN39,42,2,0
2020-01-06,IN00,72,20,1
2020-01-06,IN01,4,0,0
2020-01-06,IN02,276,113,34
2020-01-06,IN03,61,35,8
2020-01-06,IN07,2310,997,173
2020-01-06,IN09,330,167,35
2020-01-06,IN10,159,70,14
2020-01-06,IN11,19,5,0
2020-01-06,IN12,306,111,14
2020-01-06,IN13,195,79,16
2020-01-06,IN14,10,1,0
2020-01-06,IN16,801,348,90
2020-01-06,IN17,3,0,0
2020-01-06,IN18,4,2,0
2020-01-06,IN19,349,100,20
2020-01-06,IN20,18,10,1
2020-01-06,IN21,53,17,3
2020-01-06,IN22,3,1,0
2020-01-06,IN23,149,57,4
2020-01-06,IN24,105,56,14
2020-01-06,IN25,330,94,30
2020-01-06,IN26,34,19,8
2020-01-06,IN28,393,219,86
2020-01-06,IN30,1,0,0
2020-01-06,IN31,1,0,0
2020-01-06,IN33,24,14,0
2020-01-06,IN34,89,32,5
2020-01-06,IN35,131,55,6
2020-01-06,IN36,750,391,124
2020-01-06,IN37,24,13,4
2020-01-06,IN38,15,5,2
2020-01-06,IN39,59,11,3
2020-01-07,IN00,85,26,1
2020-01-07,IN01,8,5,0
2020-01-07,IN02,231,90,16
2020-01-07,IN03,121,42,7
2020-01-07,IN07,2123,903,180
2020-01-07,IN09,373,180,32
2020-01-07,IN10,81,26,3
2020-01-07,IN11,4,0,0
2020-01-07,IN12,440,178,64
2020-01-07,IN13,194,68,14
2020-01-07,IN14,32,8,0
2020-01-07,IN16,870,362,103
2020-01-07,IN17,2,0,0
2020-01-07,IN18,4,1,0
2020-01-07,IN19,325,96,21
2020-01-07,IN20,8,1,0
2020-01-07,IN21,92,27,6
2020-01-07,IN23,93,40,3
2020-01-07,IN24,143,53,7
2020-01-07,IN25,367,130,29
2020-01-07,IN26,39,21,15
2020-01-07,IN28,308,175,46
2020-01-07,IN29,1,0,0
2020-01-07,IN30,2,0,0
2020-01-07,IN31,1,0,0
2020-01-07,IN33,10,2,0
2020-01-07,IN34,62,17,3
2020-01-07,IN35,144,61,11
2020-01-07,IN36,804,438,92
2020-01-07,IN37,14,2,0
2020-01-07,IN38,9,1,0
2020-01-07,IN39,37,12,1
2020-01-08,IN00,106,37,2
2020-01-08,IN01,4,2,0
2020-01-08,IN02,233,114,34
2020-01-08,IN03,77,35,14
2020-01-08,IN07,1591,666,91
2020-01-08,IN09,286,120,22
2020-01-08,IN10,80,28,6
2020-01-08,IN11,40,17,6
2020-01-08,IN12,382,133,44
2020-01-08,IN13,279,96,19
2020-01-08,IN14,6,0,0
2020-01-08,IN16,845,323,72
2020-01-08,IN17,2,1,0
2020-01-08,IN18,1,0,0
2020-01-08,IN19,378,130,16
2020-01-08,IN20,14,7,3
2020-01-08,IN21,116,41,13
2020-01-08,IN22,8,3,3
2020-01-08,IN23,103,65,13
