date,adm1,n,n_conflict,n_protest
2017-05-22,IN34,172,54,1
2017-05-22,IN35,331,127,1
2017-05-22,IN36,878,330,44
2017-05-22,IN37,71,20,1
2017-05-22,IN38,87,41,4
2017-05-22,IN39,88,12,0
2017-05-23,IN00,111,30,0
2017-05-23,IN01,21,0,0
2017-05-23,IN02,331,97,4
2017-05-23,IN03,94,20,1
2017-05-23,IN06,7,2,0
2017-05-23,IN07,1399,431,16
2017-05-23,IN09,420,52,2
2017-05-23,IN10,90,42,6
2017-05-23,IN11,39,5,0
2017-05-23,IN12,472,184,19
2017-05-23,IN13,151,30,4
2017-05-23,IN16,765,227,8
2017-05-23,IN17,15,5,0
2017-05-23,IN18,10,9,1
2017-05-23,IN19,429,98,0
2017-05-23,IN20,17,2,0
2017-05-23,IN21,79,20,4
2017-05-23,IN22,8,0,0
2017-05-23,IN23,43,12,0
2017-05-23,IN24,203,79,5
2017-05-23,IN25,375,113,9
2017-05-23,IN26,14,1,0
2017-05-23,IN28,223,94,17
2017-05-23,IN30,3,1,0
2017-05-23,IN31,7,1,0
2017-05-23,IN33,17,4,0
2017-05-23,IN34,180,62,2
2017-05-23,IN35,250,92,5
2017-05-23,IN36,680,234,10
2017-05-23,IN37,99,20,2
2017-05-23,IN38,23,3,1
2017-05-23,IN39,124,40,1
2017-05-24,IN00,165,32,1
2017-05-24,IN01,13,8,0
2017-05-24,IN02,441,106,3
2017-05-24,IN03,92,22,2
2017-05-24,IN06,1,0,0
2017-05-24,IN07,1551,470,27
2017-05-24,IN09,272,49,2
2017-05-24,IN10,120,40,1
2017-05-24,IN11,26,5,0
2017-05-24,IN12,499,183,12
2017-05-24,IN13,137,38,0
2017-05-24,IN16,993,322,18
2017-05-24,IN17,7,6,0
2017-05-24,IN18,4,1,0
2017-05-24,IN19,430,109,1
2017-05-24,IN20,25,7,1
2017-05-24,IN21,91,21,2
2017-05-24,IN22,9,4,0
2017-05-24,IN23,66,18,0
2017-05-24,IN24,163,71,5
2017-05-24,IN25,486,114,6
2017-05-24,IN26,8,1,0
2017-05-24,IN28,287,99,9
2017-05-24,IN30,5,1,0
2017-05-24,IN31,2,2,0
2017-05-24,IN33,20,2,0
2017-05-24,IN34,224,77,6
2017-05-24,IN35,221,64,0
2017-05-24,IN36,1007,465,38
2017-05-24,IN37,58,18,0
2017-05-24,IN38,18,5,0
2017-05-24,IN39,181,36,1
2017-05-25,IN00,145,54,1
2017-05-25,IN01,28,8,0
2017-05-25,IN02,393,83,4
2017-05-25,IN03,138,13,1
2017-05-25,IN05,1,0,0
2017-05-25,IN06,3,1,0
2017-05-25,IN07,1835,400,19
2017-05-25,IN09,269,44,6
2017-05-25,IN10,116,28,0
2017-05-25,IN11,40,5,0
2017-05-25,IN12,566,242,32
2017-05-25,IN13,259,70,1
2017-05-25,IN14,2,2,0
2017-05-25,IN16,1132,249,17
2017-05-25,IN17,9,2,0
2017-05-25,IN18,3,1,0
2017-05-25,IN19,394,84,3
2017-05-25,IN20,21,0,0
2017-05-25,IN21,79,20,2
2017-05-25,IN22,7,1,0
2017-05-25,IN23,129,47,0
2017-05-25,IN24,244,54,1
2017-05-25,IN25,321,85,0
2017-05-25,IN26,8,4,1
2017-05-25,IN28,461,219,43
2017-05-25,IN31,10,1,1
2017-05-25,IN33,3,0,0
2017-05-25,IN34,306,84,4
2017-05-25,IN35,207,66,1
2017-05-25,IN36,928,392,34
2017-05-25,IN37,48,21,0
2017-05-25,IN38,43,19,1
2017-05-25,IN39,108,23,0
2017-05-26,IN00,150,44,9
2017-05-26,IN01,16,6,0
2017-05-26,IN02,295,82,1
2017-05-26,IN03,318,55,4
2017-05-26,IN05,2,0,0
2017-05-26,IN06,12,3,0
2017-05-26,IN07,1567,381,23
2017-05-26,IN09,285,58,6
2017-05-26,IN10,144,58,1
2017-05-26,IN11,74,4,0
2017-05-26,IN12,519,168,13
2017-05-26,IN13,246,120,1
2017-05-26,IN16,1084,276,18
2017-05-26,IN17,14,4,1
2017-05-26,IN18,8,7,0
2017-05-26,IN19,375,75,3
2017-05-26,IN20,30,3,1
2017-05-26,IN21,78,11,0
2017-05-26,IN22,7,1,0
2017-05-26,IN23,116,47,3
2017-05-26,IN24,262,77,7
2017-05-26,IN25,289,59,4
2017-05-26,IN26,20,3,0
2017-05-26,IN28,191,72,15
2017-05-26,IN33,8,2,0
2017-05-26,IN34,445,157,3
2017-05-26,IN35,190,85,7
2017-05-26,IN36,872,363,25
2017-05-26,IN37,53,22,0
2017-05-26,IN38,51,19,0
2017-05-26,IN39,77,19,1
2017-05-27,IN00,99,34,1
2017-05-27,IN01,5,4,0
2017-05-27,IN02,282,63,2
2017-05-27,IN03,95,22,0
2017-05-27,IN06,6,3,0
2017-05-27,IN07,1098,288,22
2017-05-27,IN09,199,37,6
2017-05-27,IN10,105,22,0
2017-05-27,IN11,27,5,0
2017-05-27,IN12,559,315,19
2017-05-27,IN13,238,122,13
2017-05-27,IN14,1,0,0
2017-05-27,IN16,575,164,6
2017-05-27,IN17,14,3,2
2017-05-27,IN19,242,46,0
2017-05-27,IN20,49,5,0
2017-05-27,IN21,68,5,3
2017-05-27,IN22,6,1,0
2017-05-27,IN23,90,36,1
2017-05-27,IN24,153,34,3
2017-05-27,IN25,281,76,4
2017-05-27,IN26,3,3,0
2017-05-27,IN28,167,47,7
2017-05-27,IN30,9,1,0
2017-05-27,IN33,17,4,0
2017-05-27,IN34,437,75,0
2017-05-27,IN35,133,50,2
2017-05-27,IN36,866,301,13
2017-05-27,IN37,49,13,0
2017-05-27,IN38,39,11,0
2017-05-27,IN39,52,8,0
2017-05-28,IN00,71,28,2
2017-05-28,IN01,1,0,0
2017-05-28,IN02,266,54,4
2017-05-28,IN03,64,23,0
2017-05-28,IN07,1108,278,8
2017-05-28,IN09,233,56,4
2017-05-28,IN10,62,20,1
2017-05-28,IN11,11,1,0
2017-05-28,IN12,673,387,14
2017-05-28,IN13,283,147,10
2017-05-28,IN16,547,150,5
2017-05-28,IN17,15,7,1
2017-05-28,IN18,2,0,0
2017-05-28,IN19,241,74,9
2017-05-28,IN20,21,3,0
2017-05-28,IN21,53,20,2
2017-05-28,IN22,4,1,0
2017-05-28,IN23,36,11,0
2017-05-28,IN24,109,36,0
2017-05-28,IN25,223,47,8
2017-05-28,IN26,17,0,0
2017-05-28,IN28,156,38,1
2017-05-28,IN30,1,1,0
2017-05-28,IN33,13,6,0
2017-05-28,IN34,185,37,1
2017-05-28,IN35,72,27,3
2017-05-28,IN36,469,147,5
2017-05-28,IN37,25,5,0
2017-05-28,IN38,8,3,0
2017-05-28,IN39,63,10,0
2017-05-29,IN00,144,49,6
2017-05-29,IN01,4,1,0
2017-05-29,IN02,328,104,2
2017-05-29,IN03,99,21,0
2017-05-29,IN05,4,0,0
2017-05-29,IN07,1616,384,27
2017-05-29,IN09,243,49,2
2017-05-29,IN10,86,25,0
2017-05-29,IN11,75,16,0
2017-05-29,IN12,402,170,2
2017-05-29,IN13,567,320,39
2017-05-29,IN16,879,257,3
2017-05-29,IN17,28,4,0
2017-05-29,IN18,15,7,0
2017-05-29,IN19,355,105,19
2017-05-29,IN20,49,12,0
2017-05-29,IN21,85,21,4
2017-05-29,IN22,14,8,1
2017-05-29,IN23,173,48,3
2017-05-29,IN24,136,41,1
2017-05-29,IN25,391,128,12
2017-05-29,IN26,46,21,0
2017-05-29,IN28,249,104,7
2017-05-29,IN30,7,1,0
2017-05-29,IN31,20,10,0
2017-05-29,IN33,1,0,0
2017-05-29,IN34,209,90,2
2017-05-29,IN35,90,38,1
2017-05-29,IN36,754,317,15
2017-05-29,IN37,72,20,0
2017-05-29,IN38,37,16,2
2017-05-29,IN39,83,12,0
2017-05-30,IN00,164,54,3
2017-05-30,IN01,21,5,0
2017-05-30,IN02,254,62,8
2017-05-30,IN03,64,27,2
2017-05-30,IN06,10,6,0
2017-05-30,IN07,1336,324,22
2017-05-30,IN09,296,84,5
2017-05-30,IN10,136,44,3
2017-05-30,IN11,74,15,0
2017-05-30,IN12,288,108,5
2017-05-30,IN13,540,254,50
2017-05-30,IN14,8,3,0
2017-05-30,IN16,878,263,12
2017-05-30,IN17,15,6,1
2017-05-30,IN18,4,1,0
2017-05-30,IN19,358,99,13
2017-05-30,IN20,28,12,0
2017-05-30,IN21,63,12,1
2017-05-30,IN22,24,16,2
2017-05-30,IN23,127,45,4
2017-05-30,IN24,171,61,1
2017-05-30,IN25,492,231,22
2017-05-30,IN26,31,20,0
2017-05-30,IN28,205,53,4
2017-05-30,IN30,14,2,0
2017-05-30,IN31,6,0,0
2017-05-30,IN33,14,6,0
2017-05-30,IN34,185,52,5
2017-05-30,IN35,154,59,0
2017-05-30,IN36,841,353,10
2017-05-30,IN37,59,23,0
2017-05-30,IN38,16,4,1
2017-05-30,IN39,90,25,1
2017-05-31,IN00,123,33,2
2017-05-31,IN01,1,0,0
2017-05-31,IN02,362,80,6
2017-05-31,IN03,104,25,2
2017-05-31,IN05,1,0,0
2017-05-31,IN06,7,1,0
2017-05-31,IN07,1348,344,19
2017-05-31,IN09,252,66,8
2017-05-31,IN10,98,28,7
2017-05-31,IN11,45,12,0
2017-05-31,IN12,299,165,19
2017-05-31,IN13,538,257,34
2017-05-31,IN14,5,3,0
2017-05-31,IN16,905,232,16
2017-05-31,IN17,14,3,0
2017-05-31,IN18,9,3,0
2017-05-31,IN19,455,96,10
2017-05-31,IN20,33,6,1
2017-05-31,IN21,65,18,4
2017-05-31,IN22,25,13,1
2017-05-31,IN23,150,60,5
2017-05-31,IN24,221,71,4
2017-05-31,IN25,683,350,51
2017-05-31,IN26,35,10,1
2017-05-31,IN28,283,69,0
2017-05-31,IN30,23,0,0
2017-05-31,IN31,6,0,0
2017-05-31,IN33,9,0,0
2017-05-31,IN34,187,65,17
2017-05-31,IN35,179,57,1
2017-05-31,IN36,830,213,7
2017-05-31,IN37,36,6,0
2017-05-31,IN38,59,19,2
2017-05-31,IN39,53,22,0
2017-06-01,IN00,103,30,2
2017-06-01,IN01,4,0,0
2017-06-01,IN02,379,100,5
2017-06-01,IN03,73,21,0
2017-06-01,IN06,4,1,0
2017-06-01,IN07,1288,342,23
2017-06-01,IN09,206,55,6
2017-06-01,IN10,125,38,2
2017-06-01,IN11,23,5,0
2017-06-01,IN12,572,246,15
2017-06-01,IN13,306,162,31
2017-06-01,IN14,2,0,0
2017-06-01,IN16,933,276,25
2017-06-01,IN17,6,2,0
2017-06-01,IN18,18,7,0
2017-06-01,IN19,440,100,4
2017-06-01,IN20,30,3,1
2017-06-01,IN21,94,25,2
2017-06-01,IN22,24,1,0
2017-06-01,IN23,143,39,0
2017-06-01,IN24,156,39,3
2017-06-01,IN25,550,210,24
2017-06-01,IN26,18,4,0
2017-06-01,IN28,190,61,11
2017-06-01,IN30,1,0,0
2017-06-01,IN31,2,0,0
2017-06-01,IN33,46,6,0
2017-06-01,IN34,183,76,22
2017-06-01,IN35,204,75,9
2017-06-01,IN36,554,202,20
2017-06-01,IN37,70,19,7
2017-06-01,IN38,27,4,0
2017-06-01,IN39,75,21,1
2017-06-02,IN00,83,24,6
2017-06-02,IN01,16,3,0
2017-06-02,IN02,363,121,9
2017-06-02,IN03,72,12,4
2017-06-02,IN06,7,3,0
2017-06-02,IN07,1142,291,8
2017-06-02,IN09,234,64,8
2017-06-02,IN10,157,53,1
2017-06-02,IN11,24,2,0
2017-06-02,IN12,460,185,18
2017-06-02,IN13,342,95,10
2017-06-02,IN14,7,0,0
2017-06-02,IN16,983,258,21
2017-06-02,IN17,2,0,0
2017-06-02,IN18,11,3,0
2017-06-02,IN19,346,110,7
2017-06-02,IN20,42,1,0
2017-06-02,IN21,105,26,2
2017-06-02,IN22,13,2,0
2017-06-02,IN23,118,27,3
2017-06-02,IN24,106,19,2
2017-06-02,IN25,432,114,9
2017-06-02,IN26,41,8,0
2017-06-02,IN28,241,82,4
2017-06-02,IN30,2,1,0
2017-06-02,IN31,2,2,0
2017-06-02,IN33,19,3,0
2017-06-02,IN34,278,100,9
2017-06-02,IN35,129,58,0
2017-06-02,IN36,527,187,10
2017-06-02,IN37,58,6,0
2017-06-02,IN38,54,10,1
2017-06-02,IN39,84,28,1
2017-06-03,IN00,94,11,0
2017-06-03,IN01,7,0,0
2017-06-03,IN02,245,67,1
2017-06-03,IN03,93,10,1
2017-06-03,IN07,1113,303,8
2017-06-03,IN09,96,33,3
2017-06-03,IN10,153,61,8
2017-06-03,IN11,12,2,0
2017-06-03,IN12,538,226,4
2017-06-03,IN13,261,64,7
2017-06-03,IN14,3,2,0
2017-06-03,IN16,588,165,26
2017-06-03,IN17,19,9,2
2017-06-03,IN18,2,1,0
2017-06-03,IN19,277,78,8
2017-06-03,IN20,50,16,0
2017-06-03,IN21,105,35,3
2017-06-03,IN22,13,4,0
2017-06-03,IN23,130,56,5
2017-06-03,IN24,128,40,0
2017-06-03,IN25,380,94,9
2017-06-03,IN26,34,8,0
2017-06-03,IN28,146,51,1
2017-06-03,IN30,1,1,0
2017-06-03,IN33,20,2,0
2017-06-03,IN34,259,70,4
2017-06-03,IN35,136,69,6
2017-06-03,IN36,514,155,2
2017-06-03,IN37,39,9,0
2017-06-03,IN38,28,10,0
2017-06-03,IN39,119,60,3
2017-06-04,IN00,65,16,0
2017-06-04,IN01,9,2,0
2017-06-04,IN02,338,74,4
2017-06-04,IN03,34,17,0
2017-06-04,IN06,1,0,0
2017-06-04,IN07,841,232,13
2017-06-04,IN09,86,24,0
2017-06-04,IN10,76,38,6
2017-06-04,IN11,19,7,0
2017-06-04,IN12,412,147,0
2017-06-04,IN13,216,50,0
2017-06-04,IN16,521,139,13
2017-06-04,IN17,7,4,0
2017-06-04,IN18,1,0,0
2017-06-04,IN19,237,44,1
2017-06-04,IN20,15,5,0
2017-06-04,IN21,48,20,0
2017-06-04,IN22,9,2,0
2017-06-04,IN23,59,25,3
2017-06-04,IN24,97,36,1
2017-06-04,IN25,356,89,8
2017-06-04,IN26,15,5,0
2017-06-04,IN28,170,54,5
2017-06-04,IN30,1,1,0
2017-06-04,IN31,1,0,0
2017-06-04,IN33,7,3,0
2017-06-04,IN34,178,61,7
2017-06-04,IN35,195,76,4
2017-06-04,IN36,455,134,6
2017-06-04,IN37,23,10,1
2017-06-04,IN38,10,4,0
2017-06-04,IN39,104,32,0
2017-06-05,IN00,116,27,1
2017-06-05,IN02,407,90,6
2017-06-05,IN03,71,13,0
2017-06-05,IN06,1,0,0
2017-06-05,IN07,1276,359,13
2017-06-05,IN09,134,21,0
2017-06-05,IN10,150,61,4
2017-06-05,IN11,53,21,4
2017-06-05,IN12,652,326,10
2017-06-05,IN13,172,43,2
2017-06-05,IN14,1,0,0
2017-06-05,IN16,781,210,12
2017-06-05,IN17,20,5,0
2017-06-05,IN19,403,106,2
2017-06-05,IN20,11,3,0
2017-06-05,IN21,106,31,1
2017-06-05,IN22,18,11,0
2017-06-05,IN23,192,46,5
2017-06-05,IN24,194,76,1
2017-06-05,IN25,356,110,5
2017-06-05,IN26,26,4,1
2017-06-05,IN28,252,85,16
2017-06-05,IN30,18,9,0
2017-06-05,IN31,7,3,0
2017-06-05,IN33,32,16,1
2017-06-05,IN34,143,55,6
2017-06-05,IN35,258,92,12
2017-06-05,IN36,693,192,18
2017-06-05,IN37,67,15,1
2017-06-05,IN38,13,4,3
2017-06-05,IN39,199,45,0
2017-06-06,IN00,75,18,4
2017-06-06,IN01,9,0,0
2017-06-06,IN02,313,91,5
2017-06-06,IN03,28,6,2
2017-06-06,IN05,6,3,0
2017-06-06,IN06,9,5,0
2017-06-06,IN07,1456,472,33
2017-06-06,IN09,175,67,4
2017-06-06,IN10,166,82,3
2017-06-06,IN11,31,10,0
2017-06-06,IN12,449,171,5
2017-06-06,IN13,183,69,19
2017-06-06,IN14,3,1,0
2017-06-06,IN16,809,237,14
2017-06-06,IN17,14,3,0
2017-06-06,IN18,36,21,1
2017-06-06,IN19,412,86,4
2017-06-06,IN20,8,1,0
2017-06-06,IN21,95,41,11
2017-06-06,IN22,5,4,0
2017-06-06,IN23,213,78,3
2017-06-06,IN24,199,61,3
2017-06-06,IN25,368,107,13
2017-06-06,IN26,9,3,2
2017-06-06,IN28,199,87,5
2017-06-06,IN30,2,1,0
2017-06-06,IN31,4,1,0
2017-06-06,IN33,12,4,0
2017-06-06,IN34,190,90,19
2017-06-06,IN35,621,303,25
2017-06-06,IN36,661,178,14
2017-06-06,IN37,48,20,0
2017-06-06,IN38,14,9,1
2017-06-06,IN39,150,54,13
2017-06-07,IN00,119,36,0
2017-06-07,IN01,14,9,0
2017-06-07,IN02,315,125,5
2017-06-07,IN03,93,45,2
2017-06-07,IN07,1315,435,35
2017-06-07,IN09,165,66,12
2017-06-07,IN10,176,69,2
2017-06-07,IN11,49,15,0
2017-06-07,IN12,394,143,11
2017-06-07,IN13,287,99,9
2017-06-07,IN16,891,322,21
2017-06-07,IN17,13,4,0
2017-06-07,IN18,7,6,0
2017-06-07,IN19,393,125,4
2017-06-07,IN20,88,56,0
2017-06-07,IN21,67,14,3
2017-06-07,IN22,6,0,0
2017-06-07,IN23,103,53,4
2017-06-07,IN24,272,97,10
2017-06-07,IN25,378,121,14
2017-06-07,IN26,10,3,2
2017-06-07,IN28,287,100,4
2017-06-07,IN30,6,1,0
2017-06-07,IN31,2,0,0
2017-06-07,IN33,15,2,0
2017-06-07,IN34,99,17,6
2017-06-07,IN35,1342,707,75
2017-06-07,IN36,523,192,31
2017-06-07,IN37,45,9,0
2017-06-07,IN38,28,10,4
2017-06-07,IN39,61,9,1
2017-06-08,IN00,123,32,4
2017-06-08,IN01,4,0,0
2017-06-08,IN02,327,74,5
2017-06-08,IN03,56,16,0
2017-06-08,IN05,2,0,0
2017-06-08,IN07,1467,437,46
2017-06-08,IN09,163,39,1
2017-06-08,IN10,145,92,12
2017-06-08,IN11,48,29,0
2017-06-08,IN12,462,172,11
2017-06-08,IN13,377,161,18
2017-06-08,IN14,5,1,0
2017-06-08,IN16,1089,341,34
2017-06-08,IN17,5,2,0
2017-06-08,IN18,4,3,0
2017-06-08,IN19,369,86,3
2017-06-08,IN20,32,16,1
2017-06-08,IN21,121,13,3
2017-06-08,IN22,2,0,0
2017-06-08,IN23,81,24,0
2017-06-08,IN24,244,86,7
2017-06-08,IN25,324,91,6
2017-06-08,IN26,4,2,0
2017-06-08,IN28,452,155,27
2017-06-08,IN30,7,0,0
2017-06-08,IN31,46,3,0
2017-06-08,IN33,17,5,0
2017-06-08,IN34,87,30,1
2017-06-08,IN35,1784,834,107
2017-06-08,IN36,693,305,27
2017-06-08,IN37,126,25,8
2017-06-08,IN38,30,4,1
2017-06-08,IN39,70,16,0
2017-06-09,IN00,82,22,1
2017-06-09,IN01,2,2,0
2017-06-09,IN02,298,87,4
2017-06-09,IN03,51,11,0
2017-06-09,IN07,1597,517,55
2017-06-09,IN09,174,48,6
2017-06-09,IN10,188,71,23
2017-06-09,IN11,35,13,0
2017-06-09,IN12,465,142,11
2017-06-09,IN13,214,79,5
2017-06-09,IN16,847,244,29
2017-06-09,IN18,12,2,0
2017-06-09,IN19,364,107,9
2017-06-09,IN20,53,18,0
2017-06-09,IN21,71,17,0
2017-06-09,IN22,9,1,1
2017-06-09,IN23,93,19,2
2017-06-09,IN24,142,38,0
2017-06-09,IN25,373,119,16
2017-06-09,IN26,14,8,0
2017-06-09,IN28,477,165,24
2017-06-09,IN30,15,4,0
2017-06-09,IN31,30,3,1
2017-06-09,IN33,32,4,0
2017-06-09,IN34,150,47,2
2017-06-09,IN35,1194,615,81
2017-06-09,IN36,604,207,14
2017-06-09,IN37,48,14,0
2017-06-09,IN38,12,1,0
2017-06-09,IN39,103,22,1
2017-06-10,IN00,89,29,6
2017-06-10,IN01,11,0,0
2017-06-10,IN02,200,76,1
2017-06-10,IN03,71,16,0
2017-06-10,IN07,1000,309,28
2017-06-10,IN09,161,65,5
2017-06-10,IN10,143,51,4
2017-06-10,IN11,34,8,1
2017-06-10,IN12,263,111,2
2017-06-10,IN13,126,49,1
2017-06-10,IN16,565,176,12
2017-06-10,IN17,10,2,0
2017-06-10,IN18,6,4,0
2017-06-10,IN19,318,74,3
2017-06-10,IN20,129,31,0
2017-06-10,IN21,96,35,10
2017-06-10,IN23,132,45,4
2017-06-10,IN24,185,71,3
2017-06-10,IN25,406,126,18
2017-06-10,IN26,19,9,0
2017-06-10,IN28,345,122,20
2017-06-10,IN30,5,4,0
2017-06-10,IN31,1,0,0
2017-06-10,IN33,5,1,0
2017-06-10,IN34,144,42,1
2017-06-10,IN35,1049,476,89
2017-06-10,IN36,494,217,43
2017-06-10,IN37,177,66,5
2017-06-10,IN38,13,2,0
2017-06-10,IN39,189,73,4
2017-06-11,IN00,83,22,5
2017-06-11,IN02,142,45,2
2017-06-11,IN03,52,13,0
2017-06-11,IN05,3,1,0
2017-06-11,IN06,2,0,0
2017-06-11,IN07,799,229,15
2017-06-11,IN09,111,32,3
2017-06-11,IN10,94,27,2
2017-06-11,IN11,9,1,0
2017-06-11,IN12,270,116,4
2017-06-11,IN13,143,55,2
2017-06-11,IN16,486,147,12
2017-06-11,IN18,4,1,0
2017-06-11,IN19,297,82,8
2017-06-11,IN20,63,16,0
2017-06-11,IN21,60,10,0
2017-06-11,IN22,18,4,0
2017-06-11,IN23,102,52,3
2017-06-11,IN24,85,22,3
2017-06-11,IN25,214,48,0
2017-06-11,IN26,8,4,3
2017-06-11,IN28,178,49,4
2017-06-11,IN30,8,0,0
2017-06-11,IN31,2,0,0
2017-06-11,IN33,9,6,0
2017-06-11,IN34,122,26,0
2017-06-11,IN35,782,274,44
2017-06-11,IN36,347,127,16
2017-06-11,IN37,56,14,0
2017-06-11,IN38,7,1,0
2017-06-11,IN39,61,18,0
2017-06-12,IN00,127,35,1
2017-06-12,IN01,28,3,1
2017-06-12,IN02,249,55,8
2017-06-12,IN03,76,21,0
2017-06-12,IN06,2,0,0
2017-06-12,IN07,1339,353,13
2017-06-12,IN09,148,26,1
2017-06-12,IN10,161,47,4
2017-06-12,IN11,44,19,3
2017-06-12,IN12,261,89,7
2017-06-12,IN13,158,48,5
2017-06-12,IN14,5,2,0
2017-06-12,IN16,941,240,7
2017-06-12,IN17,18,6,0
2017-06-12,IN18,4,4,0
2017-06-12,IN19,582,206,10
2017-06-12,IN20,88,19,0
2017-06-12,IN21,95,16,3
2017-06-12,IN22,6,1,0
2017-06-12,IN23,148,57,16
2017-06-12,IN24,199,50,4
2017-06-12,IN25,363,127,2
2017-06-12,IN26,27,12,0
2017-06-12,IN28,308,133,4
2017-06-12,IN30,15,6,0
2017-06-12,IN31,46,6,0
2017-06-12,IN33,33,10,0
2017-06-12,IN34,218,53,1
2017-06-12,IN35,645,261,48
2017-06-12,IN36,522,125,6
2017-06-12,IN37,36,11,0
2017-06-12,IN38,37,7,0
2017-06-12,IN39,73,22,1
2017-06-13,IN00,109,21,1
2017-06-13,IN01,33,0,0
2017-06-13,IN02,258,60,4
2017-06-13,IN03,38,12,1
2017-06-13,IN06,3,0,0
2017-06-13,IN07,1207,264,17
2017-06-13,IN09,278,103,6
2017-06-13,IN10,160,63,7
2017-06-13,IN11,29,7,1
2017-06-13,IN12,343,128,3
2017-06-13,IN13,156,66,6
2017-06-13,IN16,860,315,13
2017-06-13,IN17,2,0,0
2017-06-13,IN18,8,4,0
2017-06-13,IN19,436,124,4
2017-06-13,IN20,94,22,0
2017-06-13,IN21,139,50,6
2017-06-13,IN22,22,7,1
2017-06-13,IN23,88,35,0
2017-06-13,IN24,192,71,8
2017-06-13,IN25,333,94,13
2017-06-13,IN26,12,4,1
2017-06-13,IN28,197,82,4
2017-06-13,IN30,12,3,0
2017-06-13,IN31,27,11,2
2017-06-13,IN33,11,3,0
2017-06-13,IN34,154,32,1
2017-06-13,IN35,812,378,62
2017-06-13,IN36,506,153,22
2017-06-13,IN37,50,17,0
2017-06-13,IN38,41,5,2
2017-06-13,IN39,66,23,0
2017-06-14,IN00,90,30,1
2017-06-14,IN01,25,0,0
2017-06-14,IN02,348,105,5
2017-06-14,IN03,51,12,0
2017-06-14,IN06,5,0,0
2017-06-14,IN07,1262,326,8
2017-06-14,IN09,201,54,1
2017-06-14,IN10,117,34,1
2017-06-14,IN11,18,1,0
2017-06-14,IN12,290,176,4
2017-06-14,IN13,231,62,6
2017-06-14,IN16,928,232,4
2017-06-14,IN17,15,4,0
2017-06-14,IN19,336,88,1
2017-06-14,IN20,54,2,0
2017-06-14,IN21,89,28,7
2017-06-14,IN22,23,9,0
2017-06-14,IN23,47,18,3
2017-06-14,IN24,206,72,0
2017-06-14,IN25,429,134,18
2017-06-14,IN26,36,25,9
2017-06-14,IN28,202,52,5
2017-06-14,IN30,1,0,0
2017-06-14,IN31,27,6,0
2017-06-14,IN32,4,2,0
2017-06-14,IN33,26,9,0
2017-06-14,IN34,210,40,4
2017-06-14,IN35,890,287,27
2017-06-14,IN36,646,205,14
2017-06-14,IN37,66,25,5
2017-06-14,IN38,27,12,2
2017-06-14,IN39,67,25,0
2017-06-15,IN00,128,36,3
2017-06-15,IN01,12,1,0
2017-06-15,IN02,380,132,2
2017-06-15,IN03,42,11,0
2017-06-15,IN06,1,0,0
2017-06-15,IN07,1435,343,21
2017-06-15,IN09,150,62,7
2017-06-15,IN10,253,115,10
2017-06-15,IN11,56,17,3
2017-06-15,IN12,258,97,1
2017-06-15,IN13,218,66,3
2017-06-15,IN14,3,1,0
2017-06-15,IN16,1193,341,8
2017-06-15,IN17,5,3,0
2017-06-15,IN18,6,1,0
2017-06-15,IN19,417,77,1
2017-06-15,IN20,46,14,0
2017-06-15,IN21,134,31,5
2017-06-15,IN22,13,2,1
2017-06-15,IN23,119,46,5
2017-06-15,IN24,419,101,9
2017-06-15,IN25,398,128,17
2017-06-15,IN26,15,10,0
2017-06-15,IN28,389,170,12
2017-06-15,IN30,3,1,0
2017-06-15,IN31,24,6,0
2017-06-15,IN33,34,15,0
2017-06-15,IN34,176,48,0
2017-06-15,IN35,483,186,28
2017-06-15,IN36,530,140,14
2017-06-15,IN37,40,11,0
2017-06-15,IN38,23,7,0
2017-06-15,IN39,64,20,2
2017-06-16,IN00,143,42,3
2017-06-16,IN01,14,3,0
2017-06-16,IN02,490,214,15
2017-06-16,IN03,60,20,0
2017-06-16,IN06,12,0,0
2017-06-16,IN07,1630,393,22
2017-06-16,IN09,254,72,11
2017-06-16,IN10,192,85,20
2017-06-16,IN11,38,18,0
2017-06-16,IN12,613,352,17
2017-06-16,IN13,121,25,2
2017-06-16,IN14,1,1,0
2017-06-16,IN16,1609,477,12
2017-06-16,IN18,6,2,0
2017-06-16,IN19,496,112,10
2017-06-16,IN20,30,2,0
2017-06-16,IN21,58,16,2
2017-06-16,IN22,44,11,0
2017-06-16,IN23,72,24,4
2017-06-16,IN24,552,109,1
2017-06-16,IN25,388,161,23
2017-06-16,IN26,21,9,0
2017-06-16,IN28,278,102,10
2017-06-16,IN30,5,0,0
2017-06-16,IN33,21,7,2
2017-06-16,IN34,275,86,9
2017-06-16,IN35,417,196,58
2017-06-16,IN36,493,136,22
2017-06-16,IN37,55,3,0
2017-06-16,IN38,50,13,0
2017-06-16,IN39,61,12,0
2017-06-17,IN00,86,28,0
2017-06-17,IN01,10,4,0
2017-06-17,IN02,308,82,1
2017-06-17,IN03,30,10,0
2017-06-17,IN05,1,1,0
2017-06-17,IN06,16,8,1
2017-06-17,IN07,959,337,22
2017-06-17,IN09,171,57,3
2017-06-17,IN10,126,74,5
2017-06-17,IN11,29,10,2
2017-06-17,IN12,567,302,11
2017-06-17,IN13,156,37,2
2017-06-17,IN16,871,296,3
2017-06-17,IN17,28,3,1
2017-06-17,IN19,302,67,3
2017-06-17,IN20,17,1,0
