date,chokepoint,n_total,n_tanker,n_cargo,capacity
2025-01-06,hormuz,67,32,35,1652243
2025-01-06,malacca,242,86,156,9918241
2025-01-06,suez,55,16,39,1569864
2025-01-07,bab_el_mandeb,26,10,16,1185532
2025-01-07,hormuz,78,40,38,3261622
2025-01-07,malacca,236,78,158,8378260
2025-01-07,suez,41,16,25,1447447
2025-01-08,bab_el_mandeb,40,13,27,1048863
2025-01-08,hormuz,76,36,40,2113184
2025-01-08,malacca,259,86,173,9769686
2025-01-08,suez,32,9,23,771051
2025-01-09,bab_el_mandeb,27,9,18,893845
2025-01-09,hormuz,79,45,34,2876078
2025-01-09,malacca,236,75,161,8649918
2025-01-09,suez,36,10,26,1329807
2025-01-10,bab_el_mandeb,34,15,19,882554
2025-01-10,hormuz,85,50,35,3107817
2025-01-10,malacca,218,78,140,8855367
2025-01-10,suez,36,8,28,962057
2025-01-11,bab_el_mandeb,29,9,20,800046
2025-01-11,hormuz,92,57,35,4118523
2025-01-11,malacca,248,87,161,10049240
2025-01-11,suez,37,11,26,1697708
2025-01-12,bab_el_mandeb,44,13,31,1159909
2025-01-12,hormuz,106,64,42,4052442
2025-01-12,malacca,214,70,144,7210537
2025-01-12,suez,30,11,19,828333
2025-01-13,bab_el_mandeb,50,15,35,1710344
2025-01-13,hormuz,81,45,36,3126385
2025-01-13,malacca,194,69,125,6854180
2025-01-13,suez,43,18,25,1230034
2025-01-14,bab_el_mandeb,22,8,14,843999
2025-01-14,hormuz,81,38,43,2698589
2025-01-14,malacca,232,92,140,8770763
2025-01-14,suez,39,15,24,1383648
2025-01-15,bab_el_mandeb,39,11,28,638102
2025-01-15,hormuz,79,37,42,3078341
2025-01-15,malacca,215,79,136,6855650
2025-01-15,suez,28,14,14,964747
2025-01-16,bab_el_mandeb,30,11,19,794830
2025-01-16,hormuz,88,51,37,3410975
2025-01-16,malacca,251,88,163,8486705
2025-01-16,suez,41,14,27,1284312
2025-01-17,bab_el_mandeb,30,9,21,1185513
2025-01-17,hormuz,91,53,38,3852612
2025-01-17,malacca,212,75,137,7630380
2025-01-17,suez,37,14,23,1221806
2025-01-18,bab_el_mandeb,19,6,13,805656
2025-01-18,hormuz,89,51,38,3358749
2025-01-18,malacca,198,74,124,7075304
2025-01-18,suez,31,12,19,1312328
2025-01-19,bab_el_mandeb,34,16,18,1614874
2025-01-19,hormuz,84,41,43,2528363
2025-01-19,malacca,229,82,147,8855855
2025-01-19,suez,38,12,26,1592100
2025-01-20,bab_el_mandeb,28,8,20,570677
2025-01-20,hormuz,88,49,39,2705904
2025-01-20,malacca,245,82,163,8158461
2025-01-20,suez,38,13,25,1123123
2025-01-21,bab_el_mandeb,34,9,25,997584
2025-01-21,hormuz,88,47,41,2726085
2025-01-21,malacca,237,88,149,10555762
2025-01-21,suez,23,8,15,918252
2025-01-22,bab_el_mandeb,29,11,18,1023516
2025-01-22,hormuz,75,45,30,3057198
2025-01-22,malacca,235,83,152,8492198
2025-01-22,suez,44,18,26,1652912
2025-01-23,bab_el_mandeb,39,12,27,1489010
2025-01-23,hormuz,81,49,32,3275403
2025-01-23,malacca,219,75,144,8224515
2025-01-23,suez,36,9,27,1811918
2025-01-24,bab_el_mandeb,38,15,23,1740894
2025-01-24,hormuz,85,42,43,3548198
2025-01-24,malacca,230,79,151,8745816
2025-01-24,suez,41,13,28,1261461
2025-01-25,bab_el_mandeb,27,10,17,591081
2025-01-25,hormuz,99,59,40,3234019
2025-01-25,malacca,225,74,151,8122327
2025-01-25,suez,38,12,26,951665
2025-01-26,bab_el_mandeb,28,9,19,980556
2025-01-26,hormuz,98,68,30,3708223
2025-01-26,malacca,239,93,146,8656617
2025-01-26,suez,37,11,26,1079078
2025-01-27,bab_el_mandeb,38,15,23,1428070
2025-01-27,hormuz,86,47,39,2362711
2025-01-27,malacca,203,69,134,8229362
2025-01-27,suez,39,17,22,1416246
2025-01-28,bab_el_mandeb,29,11,18,1257226
2025-01-28,hormuz,73,44,29,2758118
2025-01-28,malacca,196,78,118,7686937
2025-01-28,suez,40,17,23,1034744
2025-01-29,bab_el_mandeb,35,10,25,1239590
2025-01-29,hormuz,98,54,44,2907417
2025-01-29,malacca,226,73,153,7545702
2025-01-29,suez,45,10,35,1676011
2025-01-30,bab_el_mandeb,27,9,18,976438
2025-01-30,hormuz,97,53,44,3609802
2025-01-30,malacca,215,83,132,6944905
2025-01-30,suez,30,11,19,988018
2025-01-31,bab_el_mandeb,31,11,20,885629
2025-01-31,hormuz,87,50,37,2381228
2025-01-31,malacca,235,82,153,8083188
2025-01-31,suez,42,21,21,1625126
2025-02-01,bab_el_mandeb,34,9,25,982267
2025-02-01,hormuz,75,39,36,2771903
2025-02-01,malacca,231,77,154,8794162
2025-02-01,suez,24,10,14,599300
2025-02-02,bab_el_mandeb,37,10,27,1365454
2025-02-02,hormuz,76,50,26,2204364
2025-02-02,malacca,227,83,144,9519402
2025-02-02,suez,36,14,22,1073603
2025-02-03,bab_el_mandeb,21,7,14,714072
2025-02-03,hormuz,91,53,38,3754973
2025-02-03,malacca,219,76,143,8023598
2025-02-03,suez,30,8,22,1066275
2025-02-04,bab_el_mandeb,29,10,19,1030449
2025-02-04,hormuz,96,55,41,2835210
2025-02-04,malacca,196,66,130,7677831
2025-02-04,suez,29,4,25,1067900
2025-02-05,bab_el_mandeb,27,9,18,716403
2025-02-05,hormuz,82,47,35,2618269
2025-02-05,malacca,220,70,150,8717346
2025-02-05,suez,32,15,17,1390440
2025-02-06,bab_el_mandeb,37,13,24,1151788
2025-02-06,hormuz,90,40,50,3378167
2025-02-06,malacca,263,94,169,11882051
2025-02-06,suez,30,11,19,1311590
2025-02-07,bab_el_mandeb,37,12,25,1345031
2025-02-07,hormuz,68,33,35,2504895
2025-02-07,malacca,204,69,135,8537922
2025-02-07,suez,30,7,23,823597
2025-02-08,bab_el_mandeb,32,10,22,555685
2025-02-08,hormuz,80,42,38,2688658
2025-02-08,malacca,198,79,119,7178329
2025-02-08,suez,21,7,14,731160
2025-02-09,bab_el_mandeb,32,11,21,1265507
2025-02-09,hormuz,95,57,38,2373514
2025-02-09,malacca,204,75,129,8136525
2025-02-09,suez,45,20,25,1467850
2025-02-10,bab_el_mandeb,36,11,25,983034
2025-02-10,hormuz,84,57,27,3917566
2025-02-10,malacca,217,70,147,7742190
2025-02-10,suez,41,13,28,2140966
2025-02-11,bab_el_mandeb,30,11,19,1053344
2025-02-11,hormuz,110,61,49,2920378
2025-02-11,malacca,230,90,140,7113651
2025-02-11,suez,38,16,22,1353171
2025-02-12,bab_el_mandeb,20,6,14,693867
2025-02-12,hormuz,125,68,57,4917411
2025-02-12,malacca,211,82,129,7640543
2025-02-12,suez,42,12,30,1420700
2025-02-13,bab_el_mandeb,39,17,22,1562919
2025-02-13,hormuz,151,72,79,6108012
2025-02-13,malacca,218,64,154,9072337
2025-02-13,suez,42,12,30,891393
2025-02-14,bab_el_mandeb,36,16,20,1186156
2025-02-14,hormuz,92,56,36,3400398
2025-02-14,malacca,244,93,151,9028231
2025-02-14,suez,34,14,20,836688
2025-02-15,bab_el_mandeb,32,7,25,1198060
2025-02-15,hormuz,85,49,36,3134933
2025-02-15,malacca,223,69,154,8590587
2025-02-15,suez,31,10,21,1391667
2025-02-16,bab_el_mandeb,27,9,18,1184807
2025-02-16,hormuz,75,43,32,3084768
2025-02-16,malacca,223,89,134,9153578
2025-02-16,suez,36,20,16,1186564
2025-02-17,bab_el_mandeb,38,9,29,1234505
2025-02-17,hormuz,80,43,37,3114442
2025-02-17,malacca,242,83,159,10094194
2025-02-17,suez,33,12,21,1031826
2025-02-18,bab_el_mandeb,30,11,19,805341
2025-02-18,hormuz,73,34,39,3111900
2025-02-18,malacca,229,90,139,8020880
2025-02-18,suez,36,17,19,1616424
2025-02-19,bab_el_mandeb,32,11,21,779962
2025-02-19,hormuz,95,58,37,3377492
2025-02-19,malacca,218,65,153,6843977
2025-02-19,suez,40,13,27,1134247
2025-02-20,bab_el_mandeb,37,14,23,1910534
2025-02-20,hormuz,87,57,30,3466801
2025-02-20,malacca,224,73,151,6928973
2025-02-20,suez,32,9,23,672292
2025-02-21,bab_el_mandeb,32,10,22,776051
2025-02-21,hormuz,87,47,40,3310877
2025-02-21,malacca,199,74,125,7344189
2025-02-21,suez,35,14,21,1191472
2025-02-22,bab_el_mandeb,32,14,18,1017503
2025-02-22,hormuz,100,53,47,4412404
2025-02-22,malacca,220,71,149,8266304
2025-02-22,suez,32,12,20,984756
2025-02-23,bab_el_mandeb,24,9,15,890138
2025-02-23,hormuz,73,33,40,1791595
2025-02-23,malacca,233,87,146,9580673
2025-02-23,suez,27,10,17,1127550
2025-02-24,bab_el_mandeb,32,11,21,1223700
2025-02-24,hormuz,69,43,26,2473364
2025-02-24,malacca,198,63,135,6868521
2025-02-24,suez,33,14,19,929559
2025-02-25,bab_el_mandeb,34,9,25,794729
2025-02-25,hormuz,71,44,27,2834360
2025-02-25,malacca,207,63,144,7585155
2025-02-25,suez,34,16,18,1369558
2025-02-26,bab_el_mandeb,33,13,20,1056220
2025-02-26,hormuz,55,28,27,1838420
2025-02-26,malacca,228,97,131,7861772
2025-02-26,suez,36,12,24,1179280
2025-02-27,bab_el_mandeb,30,11,19,1523923
2025-02-27,hormuz,80,43,37,1669930
2025-02-27,malacca,219,75,144,8709787
2025-02-27,suez,41,10,31,1556236
2025-02-28,bab_el_mandeb,30,6,24,938363
2025-02-28,hormuz,73,46,27,2980797
2025-02-28,malacca,237,85,152,10170736
2025-02-28,suez,35,10,25,1450348
2025-03-01,bab_el_mandeb,22,10,12,513667
2025-03-01,hormuz,75,42,33,2852095
2025-03-01,malacca,243,93,150,9734510
2025-03-01,suez,32,12,20,938092
2025-03-02,bab_el_mandeb,41,16,25,1288161
2025-03-02,hormuz,74,42,32,3284195
2025-03-02,malacca,224,70,154,7608837
2025-03-02,suez,35,13,22,1529239
2025-03-03,bab_el_mandeb,25,13,12,999310
2025-03-03,hormuz,83,61,22,4255381
2025-03-03,malacca,221,85,136,9445072
2025-03-03,suez,35,12,23,1031223
2025-03-04,bab_el_mandeb,33,11,22,1722264
2025-03-04,hormuz,90,51,39,3558836
2025-03-04,malacca,234,75,159,8373253
2025-03-04,suez,50,21,29,2018528
2025-03-05,bab_el_mandeb,29,4,25,860154
2025-03-05,hormuz,100,54,46,3581416
2025-03-05,malacca,221,78,143,8291381
2025-03-05,suez,31,10,21,1151287
2025-03-06,bab_el_mandeb,38,14,24,1508059
2025-03-06,hormuz,128,85,43,5277990
2025-03-06,malacca,225,79,146,7392545
2025-03-06,suez,29,12,17,912073
2025-03-07,bab_el_mandeb,35,9,26,1026523
2025-03-07,hormuz,97,66,31,2764389
2025-03-07,malacca,201,66,135,7333775
2025-03-07,suez,46,19,27,1199976
2025-03-08,bab_el_mandeb,35,8,27,1190900
2025-03-08,hormuz,89,59,30,2772469
2025-03-08,malacca,214,78,136,8035693
2025-03-08,suez,37,9,28,2172814
2025-03-09,bab_el_mandeb,30,15,15,1293412
2025-03-09,hormuz,74,44,30,2595999
2025-03-09,malacca,191,73,118,6802004
2025-03-09,suez,34,11,23,1471519
2025-03-10,bab_el_mandeb,32,10,22,838341
2025-03-10,hormuz,91,51,40,4487507
2025-03-10,malacca,241,78,163,9694990
2025-03-10,suez,34,15,19,1002882
2025-03-11,bab_el_mandeb,38,14,24,1429135
2025-03-11,hormuz,65,33,32,3723461
2025-03-11,malacca,192,80,112,7638641
2025-03-11,suez,38,21,17,2224644
2025-03-12,bab_el_mandeb,19,8,11,657928
2025-03-12,hormuz,87,52,35,3754187
2025-03-12,malacca,246,87,159,9591785
2025-03-12,suez,34,9,25,1294861
2025-03-13,bab_el_mandeb,38,15,23,1732512
2025-03-13,hormuz,98,50,48,3154951
2025-03-13,malacca,208,71,137,6751339
2025-03-13,suez,42,13,29,1117991
2025-03-14,bab_el_mandeb,33,8,25,1337196
2025-03-14,hormuz,84,41,43,2974147
2025-03-14,malacca,241,86,155,9589820
2025-03-14,suez,33,13,20,1496816
2025-03-15,bab_el_mandeb,42,15,27,1856380
2025-03-15,hormuz,101,58,43,3450524
2025-03-15,malacca,206,71,135,7973582
2025-03-15,suez,37,11,26,1704992
2025-03-16,bab_el_mandeb,31,14,17,1045720
2025-03-16,hormuz,131,71,60,5069604
2025-03-16,malacca,238,94,144,9733856
2025-03-16,suez,49,21,28,1488786
2025-03-17,bab_el_mandeb,35,15,20,1506051
2025-03-17,hormuz,99,48,51,3675096
2025-03-17,malacca,234,82,152,8044271
2025-03-17,suez,37,16,21,1260904
2025-03-18,bab_el_mandeb,37,13,24,1061652
2025-03-18,hormuz,104,57,47,4098715
2025-03-18,malacca,212,83,129,7180087
2025-03-18,suez,29,9,20,865180
2025-03-19,bab_el_mandeb,41,17,24,1226861
2025-03-19,hormuz,91,50,41,3279014
2025-03-19,malacca,219,79,140,7408325
2025-03-19,suez,27,14,13,1036882
2025-03-20,bab_el_mandeb,24,12,12,1249169
2025-03-20,hormuz,97,63,34,4342999
2025-03-20,malacca,219,87,132,9557200
2025-03-20,suez,36,13,23,1542861
2025-03-21,bab_el_mandeb,35,11,24,1055017
2025-03-21,hormuz,106,62,44,3555467
2025-03-21,malacca,231,89,142,9957926
2025-03-21,suez,42,17,25,1490141
2025-03-22,bab_el_mandeb,29,10,19,1104667
2025-03-22,hormuz,71,44,27,3581601
2025-03-22,malacca,234,79,155,11042354
2025-03-22,suez,40,13,27,1288232
2025-03-23,bab_el_mandeb,36,16,20,1403906
2025-03-23,hormuz,98,50,48,3395404
2025-03-23,malacca,213,76,137,8133520
2025-03-23,suez,45,15,30,1417451
2025-03-24,bab_el_mandeb,26,11,15,735297
2025-03-24,hormuz,89,49,40,3367632
2025-03-24,malacca,242,85,157,9758552
2025-03-24,suez,41,19,22,1766134
2025-03-25,bab_el_mandeb,35,13,22,1615716
2025-03-25,hormuz,73,44,29,1547334
2025-03-25,malacca,239,84,155,10649030
2025-03-25,suez,32,13,19,1030395
2025-03-26,bab_el_mandeb,25,10,15,953236
2025-03-26,hormuz,67,31,36,1860590
2025-03-26,malacca,248,90,158,8511429
2025-03-26,suez,41,17,24,1782879
2025-03-27,bab_el_mandeb,32,8,24,1236379
2025-03-27,hormuz,88,41,47,4294260
2025-03-27,malacca,228,80,148,8993230
2025-03-27,suez,34,17,17,1307509
2025-03-28,bab_el_mandeb,40,13,27,1966175
2025-03-28,hormuz,135,73,62,4829812
2025-03-28,malacca,223,72,151,9923854
2025-03-28,suez,50,24,26,1854173
2025-03-29,bab_el_mandeb,24,11,13,1062210
2025-03-29,hormuz,143,90,53,5509625
2025-03-29,malacca,234,80,154,8656231
2025-03-29,suez,28,13,15,805410
2025-03-30,bab_el_mandeb,35,13,22,1403797
2025-03-30,hormuz,126,84,42,3992164
2025-03-30,malacca,229,77,152,7913647
2025-03-30,suez,41,19,22,1357623
2025-03-31,bab_el_mandeb,41,10,31,1458072
2025-03-31,hormuz,103,57,46,4081352
2025-03-31,malacca,222,79,143,8335986
2025-03-31,suez,35,12,23,1579042
2025-04-01,bab_el_mandeb,24,9,15,1099298
2025-04-01,hormuz,141,73,68,4592040
2025-04-01,malacca,229,73,156,9227788
2025-04-01,suez,37,13,24,1504266
2025-04-02,bab_el_mandeb,33,11,22,1326033
2025-04-02,hormuz,104,53,51,2561610
2025-04-02,malacca,236,70,166,9614868
2025-04-02,suez,36,14,22,913814
2025-04-03,bab_el_mandeb,41,19,22,1342226
2025-04-03,hormuz,85,58,27,3432406
2025-04-03,malacca,220,82,138,7358454
2025-04-03,suez,43,14,29,1844393
2025-04-04,bab_el_mandeb,38,15,23,1603408
2025-04-04,hormuz,133,76,57,6171723
2025-04-04,malacca,214,68,146,8908946
2025-04-04,suez,42,19,23,1290278
2025-04-05,bab_el_mandeb,38,15,23,1229432
2025-04-05,hormuz,106,55,51,3626822
2025-04-05,malacca,233,77,156,9075780
2025-04-05,suez,39,15,24,1429209
2025-04-06,bab_el_mandeb,26,6,20,904527
2025-04-06,hormuz,126,68,58,4374568
2025-04-06,malacca,224,69,155,8921391
2025-04-06,suez,24,7,17,724146
2025-04-07,bab_el_mandeb,38,19,19,1441340
2025-04-07,hormuz,114,67,47,3794030
2025-04-07,malacca,218,78,140,11793430
2025-04-07,suez,31,14,17,1073415
2025-04-08,bab_el_mandeb,37,15,22,1339464
2025-04-08,hormuz,118,76,42,4569653
2025-04-08,malacca,225,76,149,9046029
2025-04-08,suez,28,11,17,1225149
2025-04-09,bab_el_mandeb,34,10,24,1405976
2025-04-09,hormuz,134,74,60,4156521
2025-04-09,malacca,240,72,168,9587330
2025-04-09,suez,38,16,22,1502119
2025-04-10,bab_el_mandeb,31,10,21,792533
2025-04-10,hormuz,123,67,56,4801691
2025-04-10,malacca,257,103,154,9002846
2025-04-10,suez,48,17,31,1861398
2025-04-11,bab_el_mandeb,25,14,11,754733
2025-04-11,hormuz,130,69,61,4993815
2025-04-11,malacca,231,80,151,8517314
2025-04-11,suez,38,16,22,1633820
2025-04-12,bab_el_mandeb,31,11,20,1241475
2025-04-12,hormuz,116,61,55,5073658
2025-04-12,malacca,219,77,142,9557394
2025-04-12,suez,40,17,23,1546103
2025-04-13,bab_el_mandeb,40,16,24,1190927
2025-04-13,hormuz,120,71,49,5088731
2025-04-13,malacca,243,88,155,8406185
2025-04-13,suez,52,25,27,2074489
2025-04-14,bab_el_mandeb,28,11,17,1165952
2025-04-14,hormuz,109,59,50,4297566
2025-04-14,malacca,245,76,169,9601350
2025-04-14,suez,34,12,22,1055644
2025-04-15,bab_el_mandeb,28,6,22,1120199
2025-04-15,hormuz,60,32,28,2143423
2025-04-15,malacca,239,80,159,10652316
2025-04-15,suez,28,11,17,1098804
2025-04-16,bab_el_mandeb,35,16,19,1264130
2025-04-16,hormuz,119,71,48,4924699
2025-04-16,malacca,250,98,152,9850096
2025-04-16,suez,40,17,23,1662929
2025-04-17,bab_el_mandeb,23,9,14,1342508
2025-04-17,hormuz,69,35,34,2398638
2025-04-17,malacca,205,65,140,6709111
2025-04-17,suez,40,13,27,1383602
2025-04-18,bab_el_mandeb,32,13,19,1116304
2025-04-18,hormuz,47,21,26,1506118
2025-04-18,malacca,225,71,154,10509373
2025-04-18,suez,45,22,23,1003102
2025-04-19,bab_el_mandeb,44,13,31,1497234
2025-04-19,hormuz,69,36,33,3108768
2025-04-19,malacca,227,82,145,8094169
2025-04-19,suez,30,15,15,924151
2025-04-20,bab_el_mandeb,20,5,15,718190
2025-04-20,hormuz,99,58,41,4315995
2025-04-20,malacca,236,75,161,9220600
2025-04-20,suez,31,12,19,1303620
2025-04-21,bab_el_mandeb,43,13,30,1870523
2025-04-21,hormuz,124,74,50,4403769
2025-04-21,malacca,209,65,144,8692038
2025-04-21,suez,37,10,27,1389561
2025-04-22,bab_el_mandeb,35,8,27,1259596
2025-04-22,hormuz,154,76,78,5566591
2025-04-22,malacca,230,85,145,10367794
2025-04-22,suez,40,12,28,1212525
2025-04-23,bab_el_mandeb,32,9,23,1317737
2025-04-23,hormuz,104,61,43,4131470
2025-04-23,malacca,217,74,143,8588900
2025-04-23,suez,39,14,25,1433436
2025-04-24,bab_el_mandeb,32,17,15,1360074
2025-04-24,hormuz,110,57,53,3095045
2025-04-24,malacca,243,92,151,9105733
2025-04-24,suez,34,13,21,1123037
2025-04-25,bab_el_mandeb,32,12,20,1330372
2025-04-25,hormuz,72,44,28,2689993
2025-04-25,malacca,235,84,151,10279749
2025-04-25,suez,40,16,24,1373092
2025-04-26,bab_el_mandeb,36,11,25,1143222
2025-04-26,hormuz,139,90,49,5126957
2025-04-26,malacca,218,93,125,9074058
2025-04-26,suez,30,9,21,912853
2025-04-27,bab_el_mandeb,27,5,22,926677
2025-04-27,hormuz,111,68,43,4454494
2025-04-27,malacca,245,82,163,9016256
2025-04-27,suez,33,11,22,1344846
2025-04-28,bab_el_mandeb,32,11,21,927335
2025-04-28,hormuz,87,53,34,2857568
2025-04-28,malacca,236,75,161,9539908
2025-04-28,suez,33,10,23,771683
2025-04-29,bab_el_mandeb,39,11,28,1518696
2025-04-29,hormuz,90,48,42,3520983
2025-04-29,malacca,232,76,156,8927711
2025-04-29,suez,59,24,35,2128256
2025-04-30,bab_el_mandeb,28,10,18,1144352
2025-04-30,hormuz,98,50,48,3597499
2025-04-30,malacca,239,86,153,8180574
2025-04-30,suez,18,11,7,658612
2025-05-01,bab_el_mandeb,26,8,18,822548
2025-05-01,hormuz,124,75,49,5695769
2025-05-01,malacca,232,73,159,9286496
2025-05-01,suez,51,23,28,2252164
2025-05-02,bab_el_mandeb,22,6,16,580996
2025-05-02,hormuz,119,72,47,3575470
2025-05-02,malacca,249,94,155,9237258
2025-05-02,suez,35,10,25,1407573
2025-05-03,bab_el_mandeb,41,20,21,1077575
2025-05-03,hormuz,88,50,38,3179218
2025-05-03,malacca,235,84,151,9498983
2025-05-03,suez,33,10,23,1236001
2025-05-04,bab_el_mandeb,33,12,21,1370425
2025-05-04,hormuz,98,58,40,4996820
2025-05-04,malacca,230,76,154,9374104
2025-05-04,suez,26,8,18,965483
2025-05-05,bab_el_mandeb,26,11,15,1041238
2025-05-05,hormuz,127,75,52,4954455
2025-05-05,malacca,229,83,146,9506491
2025-05-05,suez,35,13,22,1038355
2025-05-06,bab_el_mandeb,31,12,19,1267191
2025-05-06,hormuz,133,68,65,4606642
2025-05-06,malacca,249,88,161,9206061
2025-05-06,suez,35,12,23,1005215
2025-05-07,bab_el_mandeb,29,9,20,838063
2025-05-07,hormuz,85,44,41,3194671
2025-05-07,malacca,244,85,159,6862623
2025-05-07,suez,32,9,23,892567
2025-05-08,bab_el_mandeb,39,13,26,1920213
2025-05-08,hormuz,41,27,14,1089171
2025-05-08,malacca,235,86,149,8572497
2025-05-08,suez,39,17,22,1294709
2025-05-09,bab_el_mandeb,35,9,26,1215809
2025-05-09,hormuz,104,62,42,2601376
2025-05-09,malacca,234,89,145,10249110
2025-05-09,suez,31,9,22,1016215
2025-05-10,bab_el_mandeb,36,16,20,1207977
2025-05-10,hormuz,84,50,34,2367751
2025-05-10,malacca,247,78,169,8698698
2025-05-10,suez,42,22,20,1807926
2025-05-11,bab_el_mandeb,28,8,20,1052599
2025-05-11,hormuz,105,65,40,3723279
2025-05-11,malacca,216,75,141,6983882
2025-05-11,suez,27,13,14,619727
2025-05-12,bab_el_mandeb,33,8,25,1134670
2025-05-12,hormuz,139,82,57,5470621
2025-05-12,malacca,224,76,148,10096746
2025-05-12,suez,24,9,15,899724
2025-05-13,bab_el_mandeb,32,7,25,1020498
2025-05-13,hormuz,126,71,55,3825546
2025-05-13,malacca,257,88,169,10346378
2025-05-13,suez,41,13,28,1257064
2025-05-14,bab_el_mandeb,29,6,23,852920
2025-05-14,hormuz,122,72,50,4185586
2025-05-14,malacca,232,77,155,9544478
2025-05-14,suez,42,15,27,2058121
2025-05-15,bab_el_mandeb,35,17,18,1384351
2025-05-15,hormuz,95,52,43,3226837
2025-05-15,malacca,233,85,148,9422033
2025-05-15,suez,49,16,33,1597663
2025-05-16,bab_el_mandeb,39,16,23,922107
2025-05-16,hormuz,113,59,54,4920035
2025-05-16,malacca,230,77,153,10393224
2025-05-16,suez,45,14,31,1559407
2025-05-17,bab_el_mandeb,33,12,21,1145871
2025-05-17,hormuz,128,67,61,4500406
2025-05-17,malacca,243,82,161,9406106
2025-05-17,suez,35,18,17,1515366
2025-05-18,bab_el_mandeb,35,10,25,1196380
2025-05-18,hormuz,118,70,48,4561528
2025-05-18,malacca,219,79,140,8949346
2025-05-18,suez,38,10,28,1270557
2025-05-19,bab_el_mandeb,33,9,24,1198123
2025-05-19,hormuz,96,54,42,2789539
2025-05-19,malacca,228,74,154,9362421
2025-05-19,suez,30,11,19,1311894
2025-05-20,bab_el_mandeb,36,10,26,1344994
2025-05-20,hormuz,125,71,54,4921823
2025-05-20,malacca,242,77,165,10173244
2025-05-20,suez,50,24,26,2024633
2025-05-21,bab_el_mandeb,38,15,23,1639158
2025-05-21,hormuz,111,61,50,2618756
2025-05-21,malacca,255,88,167,9677842
2025-05-21,suez,36,17,19,1560732
2025-05-22,bab_el_mandeb,28,9,19,712738
2025-05-22,hormuz,120,69,51,3046443
2025-05-22,malacca,251,89,162,9084714
2025-05-22,suez,27,15,12,596833
2025-05-23,bab_el_mandeb,40,15,25,1436618
2025-05-23,hormuz,105,60,45,3762949
2025-05-23,malacca,237,93,144,8502536
2025-05-23,suez,37,14,23,1336936
2025-05-24,bab_el_mandeb,29,10,19,1210208
2025-05-24,hormuz,120,61,59,4469200
2025-05-24,malacca,240,94,146,9094027
2025-05-24,suez,43,21,22,1702078
2025-05-25,bab_el_mandeb,38,15,23,1519183
2025-05-25,hormuz,105,57,48,3566352
2025-05-25,malacca,226,76,150,9768750
2025-05-25,suez,44,16,28,1375333
2025-05-26,bab_el_mandeb,32,8,24,1059838
2025-05-26,hormuz,122,56,66,4799453
2025-05-26,malacca,222,84,138,7235633
2025-05-26,suez,30,10,20,988508
2025-05-27,bab_el_mandeb,39,16,23,1209850
2025-05-27,hormuz,113,56,57,4539752
2025-05-27,malacca,215,73,142,8749447
2025-05-27,suez,34,11,23,1274725
2025-05-28,bab_el_mandeb,23,9,14,946928
2025-05-28,hormuz,110,63,47,4691816
2025-05-28,malacca,231,85,146,9225487
2025-05-28,suez,29,9,20,958561
2025-05-29,bab_el_mandeb,39,10,29,1476112
2025-05-29,hormuz,136,85,51,5995449
2025-05-29,malacca,256,98,158,9616385
2025-05-29,suez,44,18,26,1288272
2025-05-30,bab_el_mandeb,37,13,24,910916
2025-05-30,hormuz,133,86,47,3648961
2025-05-30,malacca,226,82,144,9823098
2025-05-30,suez,40,21,19,1445511
2025-05-31,bab_el_mandeb,27,8,19,1234188
2025-05-31,hormuz,127,68,59,4314267
2025-05-31,malacca,223,68,155,9585507
2025-05-31,suez,42,18,24,1922841
2025-06-01,bab_el_mandeb,39,12,27,1153636
2025-06-01,hormuz,133,69,64,4900326
2025-06-01,malacca,229,89,140,9341418
2025-06-01,suez,37,12,25,1647461
2025-06-02,bab_el_mandeb,40,10,30,1247544
2025-06-02,hormuz,109,57,52,3880110
2025-06-02,malacca,236,95,141,8719956
2025-06-02,suez,33,13,20,1475783
2025-06-03,bab_el_mandeb,30,10,20,828508
2025-06-03,hormuz,108,60,48,4259906
2025-06-03,malacca,201,65,136,6171052
2025-06-03,suez,28,11,17,726018
2025-06-04,bab_el_mandeb,43,15,28,1631366
2025-06-04,hormuz,133,82,51,5507114
2025-06-04,malacca,217,80,137,8813644
2025-06-04,suez,35,14,21,1135646
2025-06-05,bab_el_mandeb,31,11,20,1119704
2025-06-05,hormuz,107,65,42,4564259
2025-06-05,malacca,226,82,144,7436045
2025-06-05,suez,33,8,25,806660
2025-06-06,bab_el_mandeb,32,11,21,1285908
2025-06-06,hormuz,96,59,37,2726549
2025-06-06,malacca,260,90,170,9429989
2025-06-06,suez,40,18,22,1300550
2025-06-07,bab_el_mandeb,40,11,29,1606274
2025-06-07,hormuz,96,53,43,4040190
2025-06-07,malacca,241,91,150,11037268
2025-06-07,suez,33,13,20,1236737
2025-06-08,bab_el_mandeb,30,12,18,1002539
2025-06-08,hormuz,128,69,59,5328316
2025-06-08,malacca,231,85,146,9650667
2025-06-08,suez,37,15,22,1196760
2025-06-09,bab_el_mandeb,45,19,26,1168918
2025-06-09,hormuz,111,58,53,3848514
2025-06-09,malacca,252,70,182,8711634
2025-06-09,suez,40,18,22,1603221
2025-06-10,bab_el_mandeb,29,11,18,1046626
2025-06-10,hormuz,104,52,52,3684466
2025-06-10,malacca,239,93,146,9173170
2025-06-10,suez,36,16,20,1252488
2025-06-11,bab_el_mandeb,35,11,24,1063739
